Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Mark Canha","NYM",127,517,443,106,73,21,2,10,60,50,51,0,103,19,3,1,11,4,2,0.239961,0.0994343,0.199642,0.498064,0.341557,0.365223,0.317925,0.706781,0.125263,3.9308,0.288536,,-0.343592,62.4627,3.35878,110.615,-0.343592,-1.29,6.031368851661682,-6.950507640838623,1.72945,359.2300109863281,,,,"11445"
"Ramón Urías","BAL",111,439,396,96,64,18,1,13,49,48,32,0,103,8,3,1,9,2,1,0.242038,0.0718638,0.235558,0.30508,0.308334,0.390595,0.307663,0.698929,0.148556,3.37986,0.294543,,-0.323924,49.4904,-0.726834,100.393,-0.323924,1.31,-0.1295093446969986,2.4518826007843018,1.71248,381.69000244140625,,,,"18795"
"Gary Sanchez",,92,355,314,67,37,13,0,16,41,47,34,0,102,5,2,0,5,1,0,0.213253,0.0951157,0.285701,0.33292,0.299091,0.412277,0.311638,0.711368,0.199023,2.0899,0.255883,,-0.297786,41.1792,0.534295,101.564,-0.297786,1.6,0.3381340205669403,4.1920493841171265,1.69784,387.7300109863281,,,,"11442"
"Jose Miranda","MIN",139,573,526,133,88,29,1,15,62,64,34,1,96,8,4,1,12,1,0,0.253517,0.058538,0.167506,0.349467,0.306342,0.40068,0.308688,0.707022,0.147163,2.60595,0.281636,,-0.495768,65.0195,-0.481493,102.275,-0.495768,-0.1,0.9709831178188324,-3.0857420936226845,1.69358,157.77000427246094,,,,"20538"
"Christian Vázquez","MIN",102,388,358,88,65,16,1,7,40,37,23,0,66,3,3,1,8,5,2,0.246733,0.0580638,0.170842,0.339869,0.293885,0.352314,0.284842,0.646199,0.105582,3.73388,0.283247,,-0.302563,36.6448,-7.66708,85.4405,-0.302563,3.16,-6.651637822389603,10.410483598709106,1.6906,252.14999389648438,,,,"9774"
"Brandon Drury","LAA",122,489,445,107,65,22,1,19,59,58,35,0,114,5,3,0,9,2,1,0.240229,0.0723654,0.232952,0.310645,0.302087,0.419241,0.314551,0.721328,0.179012,3.21261,0.280316,,-0.319406,57.734,1.86498,103.178,-0.319406,-0.34,1.4277075231075287,-1.0390354096889496,1.67474,199.0399932861328,,,,"11615"
"Manuel Margot","TBR",123,501,457,115,80,21,2,11,58,50,37,1,85,3,4,1,10,15,5,0.251688,0.0732741,0.170413,0.429979,0.309106,0.380051,0.30262,0.689157,0.128363,5.31741,0.28586,,0.569214,54.4116,-2.83412,101.647,0.569214,2.39,1.4969040155410767,-1.560530185699463,1.66752,299.2300109863281,,,,"14712"
"Bryson Stott","PHI",128,505,457,110,74,21,3,11,59,50,42,1,111,2,3,1,9,10,2,0.240328,0.0829557,0.218913,0.378943,0.305175,0.377448,0.299766,0.682623,0.13712,5.3164,0.291022,,0.562398,53.7234,-4.0027,90.8379,0.562398,1.62,-4.811529517173767,3.651220679283142,1.66156,220.7899932861328,,,,"26294"
"Max Stassi","LAA",79,300,266,56,36,10,0,9,32,31,28,0,89,4,2,1,6,0,0,0.208994,0.0927747,0.297396,0.311957,0.291999,0.352705,0.287581,0.644704,0.143712,2.09319,0.274126,,-0.273682,29.0226,-5.28274,84.1378,-0.273682,5.6,-5.628797769546509,11.715200424194336,1.64234,559.72998046875,,,,"10059"
"Tyler Stephenson","CIN",126,491,439,115,79,23,1,11,55,53,41,1,112,7,4,1,10,1,0,0.261535,0.0829902,0.22779,0.364328,0.33173,0.396328,0.320758,0.728059,0.134793,2.47539,0.323656,,-0.494909,60.4841,4.29869,99.6054,-0.494909,1.2,-0.7201589643955231,-0.4052274227142334,1.61763,135.8800048828125,,,,"17988"
"Max Kepler","MIN",124,506,442,106,64,23,2,17,62,56,55,2,85,6,4,0,8,5,1,0.240521,0.107912,0.167928,0.642612,0.329301,0.415082,0.325982,0.744383,0.174561,4.29448,0.260728,,-0.0177776,64.4247,6.53077,114.485,-0.0177776,-3.38,8.234977547079325,-9.109953880310059,1.60128,367.94000244140625,,,,"12144"
"Manny Piña","OAK",66,234,209,46,30,9,0,7,22,27,18,0,52,4,2,1,4,1,0,0.219922,0.0756534,0.222852,0.339478,0.289872,0.369081,0.290495,0.658953,0.149159,2.14771,0.255671,,-0.200164,23.1598,-3.57576,93.2447,-0.200164,5.22,-1.977537915110588,9.72266149520874,1.59511,732.8800048828125,,,,"2829"
"Alex Verdugo","BOS",143,602,547,152,106,32,3,11,70,64,47,3,84,4,5,0,14,4,1,0.277137,0.0773203,0.139841,0.552914,0.335431,0.406783,0.323771,0.742214,0.129646,3.90925,0.308134,,-0.355833,75.596,6.71234,105.878,-0.355833,-1.13,3.629148542881012,-7.743981242179871,1.58251,198.2100067138672,,,,"17027"
"Jose Siri","TBR",119,447,414,88,55,18,3,12,50,44,25,0,154,4,3,1,5,15,3,0.213447,0.0569543,0.344661,0.165247,0.263645,0.358562,0.272636,0.622206,0.145114,6.56979,0.304485,,1.40697,37.9302,-13.1767,80.4785,1.40697,7.33,-8.411344528198242,9.17337942123413,1.57467,312.2699890136719,,,,"17452"
"Joc Pederson","SFG",127,491,430,103,58,22,2,21,61,64,49,2,112,8,4,0,8,3,1,0.238921,0.0998476,0.22826,0.43743,0.325871,0.44257,0.33356,0.768442,0.203649,3.76613,0.27247,,-0.271597,65.4433,9.29072,117.084,-0.271597,-1.03,9.475553303956985,-11.034188508987427,1.57113,248.60000610351562,,,,"11899"
"Esteury Ruiz","OAK",114,395,345,78,53,17,2,6,44,22,26,1,95,6,2,16,5,21,2,0.22599,0.0650793,0.240788,0.270277,0.290381,0.340792,0.279938,0.631173,0.114802,6.90301,0.292076,,3.17442,35.8303,-9.35825,85.7915,3.17442,5.9,-3.1441919803619385,5.388136267662048,1.55718,223.80999755859375,,,,"21780"
"TJ Friedl","CIN",110,463,412,102,64,20,3,16,58,53,38,1,88,9,3,1,7,10,3,0.248536,0.0813995,0.189891,0.428664,0.323024,0.423091,0.326382,0.746115,0.174555,5.37323,0.278763,,0.429503,59.1049,6.12355,103.451,0.429503,1.8,2.2870877981185913,-3.072998285293579,1.55429,361.5199890136719,,,,"19522"
"Andrew McCutchen","PIT",117,491,428,106,66,23,2,15,60,56,54,0,104,4,4,0,8,7,2,0.247643,0.110452,0.21236,0.520116,0.33564,0.415335,0.330001,0.750976,0.167693,4.53853,0.292127,,0.134518,64.0764,7.90476,112.447,0.134518,-1.78,7.238672569394112,-8.987654447555542,1.55173,333.4800109863281,,,,"9847"
"Hunter Renfroe","LAA",131,542,489,116,63,23,1,28,69,75,44,1,129,4,4,1,8,2,1,0.236983,0.0806147,0.238601,0.337864,0.302663,0.461564,0.329484,0.764227,0.224581,2.91148,0.261565,,-0.345571,70.4724,8.49875,113.721,-0.345571,-4.6,8.022435963153839,-10.681296348571777,1.5333,147.69000244140625,,,,"15464"
"Luis Rengifo","LAA",113,455,419,104,71,19,2,12,54,46,27,1,80,5,4,2,9,10,3,0.248834,0.0592291,0.175,0.338452,0.299042,0.387632,0.299655,0.686674,0.138798,5.25556,0.279893,,0.421164,48.402,-3.64923,92.6616,0.421164,-0.89,-3.33787602186203,3.417244791984558,1.53061,305.2300109863281,,,,"19858"
"Miguel Rojas","LAD",94,372,343,90,67,16,1,6,43,37,20,0,49,4,2,1,8,6,3,0.2638,0.0545778,0.131779,0.414161,0.310743,0.366193,0.298661,0.676936,0.102394,4.32444,0.292223,,-0.174225,39.2677,-3.27653,93.2055,-0.174225,1.74,-3.111353650689125,5.051026821136475,1.51802,504.8800048828125,,,,"7802"
"Mitch Garver","TEX",88,354,310,70,39,15,0,15,42,44,37,0,96,4,2,0,5,2,1,0.225308,0.104527,0.270934,0.385802,0.314129,0.421774,0.322313,0.735903,0.196467,2.87609,0.27265,,-0.242536,43.9534,3.5294,110.442,-0.242536,0.99,3.911479026079178,-0.7285226583480835,1.51643,395.9200134277344,,,,"15161"
"Travis d'Arnaud","ATL",96,385,351,88,59,16,1,12,44,45,25,0,83,5,3,0,8,1,0,0.250685,0.0637819,0.216172,0.295051,0.305776,0.403912,0.310076,0.709688,0.153228,2.60427,0.29426,,-0.341303,44.086,0.101021,96.8919,-0.341303,5.15,-1.730366051197052,3.001455783843994,1.49233,219.3300018310547,,,,"7739"
"Logan O'Hoppe","LAA",88,326,294,69,46,13,1,9,36,34,26,2,67,3,2,0,6,3,1,0.234921,0.0805724,0.204416,0.394159,0.303052,0.377855,0.298591,0.680907,0.142933,3.56892,0.272536,,-0.0307597,34.371,-2.88752,91.9106,-0.0307597,0.07,-2.9968791902065277,6.827638931572437,1.49187,259.2099914550781,,,,"24729"
"Austin Meadows","DET",113,481,422,102,61,22,3,16,56,55,48,2,86,6,4,0,6,4,1,0.241957,0.100418,0.178408,0.562857,0.324947,0.421481,0.325498,0.746428,0.179524,4.32841,0.266093,,-0.0988882,60.9854,6.01574,113.985,-0.0988882,-1.19,7.466641657054424,-8.578695297241211,1.49087,277.2900085449219,,,,"15672"
"Victor Caratini","MIL",75,260,230,53,36,10,0,6,27,27,24,2,58,4,1,0,6,0,0,0.229646,0.0915548,0.22202,0.412372,0.311724,0.359922,0.297553,0.671647,0.130276,2.08333,0.277131,,-0.255935,27.2398,-2.52105,90.2958,-0.255935,3.42,-3.1903839707374573,8.612019062042236,1.48868,628.9199829101562,,,,"14968"
"Garrett Mitchell","MIL",110,399,359,81,55,16,2,8,46,34,33,1,125,4,2,1,7,11,2,0.226167,0.0836622,0.31404,0.266406,0.29782,0.351128,0.287921,0.648948,0.12496,5.84712,0.321724,,0.900213,38.7035,-6.91744,83.7099,0.900213,5.58,-6.650927007198334,7.278178811073303,1.47527,300.7300109863281,,,,"27555"
"Joey Wendle","MIA",113,448,412,104,75,21,3,5,49,41,25,1,78,7,3,1,10,11,3,0.253355,0.0563416,0.174436,0.322993,0.306073,0.358967,0.293109,0.66504,0.105612,5.57688,0.298761,,0.447147,45.2658,-5.91611,90.0502,0.447147,-0.64,-4.727191597223282,3.631062865257263,1.46613,352.8500061035156,,,,"13853"
"Nick Fortes","MIA",75,274,248,60,39,12,1,8,31,32,19,0,51,4,2,0,5,3,1,0.2436,0.0701099,0.185287,0.378385,0.30665,0.400412,0.309379,0.707061,0.156812,4.11305,0.272617,,-0.0380547,31.2303,-0.0797882,101.176,-0.0380547,0,0.3359310254454613,4.348785877227783,1.45917,333.5400085449219,,,,"21538"
"Elvis Andrus",,107,428,390,98,70,19,1,9,49,43,25,0,73,4,3,1,9,10,4,0.25143,0.0586109,0.169853,0.345069,0.300701,0.372553,0.296182,0.673254,0.121123,4.63391,0.286677,,0.0205401,44.3042,-4.60931,90.8275,0.0205401,-0.63,-4.46647178567946,4.311759114265442,1.45458,372.9599914550781,,,,"8709"
"Christopher Morel","CHC",112,449,402,92,57,18,3,15,55,46,35,1,135,4,2,5,7,11,3,0.229588,0.0787152,0.300185,0.262223,0.295809,0.3991,0.303738,0.694908,0.169512,5.911,0.304074,,0.557476,49.1716,-2.1419,95.3493,0.557476,-1.21,-1.8673257231712341,0.6197917461395264,1.4543,266.9200134277344,,,,"21897"
"Tyrone Taylor","MIL",122,476,435,102,59,22,2,19,56,59,30,0,117,7,3,1,7,5,2,0.233965,0.0626403,0.245492,0.255163,0.291685,0.424529,0.310993,0.716215,0.190564,4.38939,0.273676,,-0.0637638,54.8503,0.471335,99.486,-0.0637638,2.03,-0.3477831333875656,-1.8710567951202393,1.44701,389.9599914550781,,,,"13675"
"Gio Urshela","LAA",105,420,386,100,69,19,1,12,47,47,28,1,83,3,3,0,9,1,0,0.259589,0.0672335,0.197404,0.340588,0.312514,0.403033,0.312221,0.715546,0.143443,2.2275,0.300895,,-0.390933,48.8531,0.825952,101.533,-0.390933,-0.21,0.33369654417037964,-0.006645455956459045,1.43893,387.80999755859375,,,,"10681"
"Jorge Soler","MIA",118,489,426,99,56,21,1,22,59,68,51,1,129,7,3,0,8,1,0,0.232656,0.104462,0.26358,0.39632,0.321781,0.438269,0.331223,0.76005,0.205612,2.22218,0.277011,,-0.416989,64.2666,8.34455,116.112,-0.416989,-0.23,8.738035678863525,-11.669458851218224,1.41987,281.0799865722656,,,,"14221"
"Adolis García","TEX",144,608,559,130,75,27,3,25,76,73,37,2,177,6,4,1,7,16,5,0.232309,0.0613219,0.290458,0.211121,0.285666,0.424618,0.306813,0.710284,0.192309,5.57599,0.289592,,0.831486,68.1128,-1.41693,99.4993,0.831486,1.45,0.488904744386673,-6.526615381240845,1.39951,59.900001525878906,,,,"19287"
"Aledmys Díaz","OAK",110,436,399,97,63,21,1,11,43,49,25,0,76,6,3,2,8,2,1,0.241975,0.0580338,0.175169,0.331302,0.294535,0.384093,0.297148,0.678628,0.142118,3.22405,0.271821,,-0.266978,45.5328,-4.3674,97.9416,-0.266978,0.54,-1.277810513973236,0.704444408416748,1.39917,414.2300109863281,,,,"15937"
"Josh Naylor","CLE",130,527,473,122,79,24,1,19,63,70,44,4,80,6,4,0,13,3,1,0.258354,0.0827966,0.151558,0.546304,0.325842,0.43112,0.328275,0.756962,0.172766,3.24236,0.273778,,-0.366172,67.9685,7.75194,114.542,-0.366172,-0.3,8.251487851142883,-11.74257355928421,1.39453,217.69000244140625,,,,"18839"
"Brandon Marsh","PHI",124,478,431,102,68,20,3,10,56,45,40,2,153,3,3,1,7,11,3,0.23609,0.082742,0.32042,0.25823,0.303753,0.368106,0.295375,0.671859,0.132015,5.82132,0.339125,,0.734066,49.1959,-5.45649,87.8361,0.734066,1.31,-6.0206393003463745,3.2170214653015137,1.39406,287.4599914550781,,,,"20202"
"Joey Bart","SFG",115,407,370,80,51,15,1,12,43,43,28,0,138,6,2,0,7,2,1,0.215353,0.0699914,0.339958,0.205882,0.281634,0.362078,0.284607,0.643713,0.146725,3.65284,0.305901,,-0.255093,38.3967,-8.1252,83.6109,-0.255093,-1.27,-8.002146512269974,7.5735955238342285,1.39225,338.2699890136719,,,,"21524"
"Jon Berti","MIA",86,340,300,74,55,13,2,4,44,25,33,0,77,5,2,1,7,21,5,0.247696,0.0969033,0.227687,0.425598,0.329918,0.349698,0.304846,0.679616,0.102002,6.73612,0.318287,,1.7868,37.585,-1.32446,98.0762,1.7868,0.29,1.0262510776519775,0.7815634608268738,1.39188,299.8500061035156,,,,"12037"
"Bryan De La Cruz","MIA",118,456,420,108,71,23,2,12,51,53,30,1,110,3,3,0,8,4,1,0.257078,0.0650596,0.241283,0.269641,0.30804,0.406857,0.31104,0.714897,0.14978,4.12248,0.318325,,-0.146918,52.588,0.468793,102.312,-0.146918,0.48,1.0772331655025482,-3.2548618614673615,1.38153,238.19000244140625,,,,"19600"
"Carson Kelly","ARI",91,335,298,68,45,14,1,8,34,36,30,0,69,4,2,0,6,1,0,0.227183,0.0904242,0.205045,0.440996,0.304769,0.359647,0.295258,0.664417,0.132464,2.52163,0.267016,,-0.309858,34.4446,-3.85514,87.4135,-0.309858,0,-5.207938253879547,7.016203880310059,1.3731,416.19000244140625,,,,"13620"
"Nick Gordon","MIN",107,410,376,94,60,21,2,11,49,43,25,1,99,5,3,1,7,10,3,0.251013,0.060985,0.239986,0.254119,0.304083,0.404701,0.308284,0.708784,0.153688,5.34201,0.310268,,0.480879,46.4576,-0.476636,101.99,0.480879,0.78,1.400242418050766,-1.466038465499878,1.36572,286.7900085449219,,,,"16337"
"Drew Waters","KCR",116,447,410,95,61,22,3,9,49,41,31,0,143,4,2,0,7,10,2,0.231818,0.070393,0.318724,0.220859,0.291103,0.364892,0.288843,0.655995,0.133074,5.74205,0.330449,,0.583638,43.7144,-7.42695,83.5747,0.583638,5.2,-7.68302047252655,6.331198573112488,1.35373,413.2699890136719,,,,"20505"
"Joey Gallo","MIN",123,486,408,77,37,14,1,24,61,64,71,2,180,5,2,0,4,3,1,0.187652,0.146179,0.370036,0.395039,0.313741,0.407113,0.317495,0.720854,0.219461,3.77178,0.253964,,-0.216169,58.612,2.99446,108.493,-0.216169,-0.22,4.432562872767448,-7.068927496671677,1.34977,389.3500061035156,,,,"14128"
"Avisaíl García","MIA",124,506,462,118,79,22,1,17,59,62,32,2,131,8,3,0,11,6,2,0.256237,0.0634098,0.258076,0.245702,0.313309,0.417204,0.317934,0.730513,0.160967,4.17835,0.319942,,0.000445444,61.1548,3.2917,107.025,0.000445444,-2.17,4.130748826544732,-8.441606998443604,1.335,319.7099914550781,,,,"5760"
"Austin Nola","SDP",90,340,305,74,54,14,1,5,35,32,27,0,55,5,2,1,7,1,1,0.242536,0.0790925,0.162395,0.487039,0.312016,0.345396,0.293349,0.657412,0.10286,2.99946,0.278285,,-0.308727,34.4849,-4.4336,91.6522,-0.308727,-2.15,-3.609760731458664,4.783101558685303,1.32555,417.6000061035156,,,,"15941"
"Lane Thomas","WSN",124,500,451,106,64,24,2,15,59,52,42,0,126,4,3,0,8,9,3,0.234432,0.0834992,0.251384,0.332159,0.303477,0.399107,0.308183,0.702585,0.164676,4.95715,0.289186,,0.33209,56.6073,-0.621598,96.5466,0.33209,1.44,-1.676005244255066,-2.6590676307678223,1.31286,269.1000061035156,,,,"16939"
"Nick Senzel","CIN",108,427,385,100,69,21,2,8,49,42,32,0,81,4,3,1,8,9,3,0.259153,0.0745555,0.188909,0.394664,0.319916,0.388067,0.311394,0.707983,0.128914,5.00628,0.306405,,0.241699,49.3416,0.558694,93.2027,0.241699,-0.52,-3.127515956759453,1.1493980884552002,1.29941,504.6300048828125,,,,"19293"
"Austin Slater","SFG",77,274,238,61,43,11,2,6,36,24,29,1,72,5,1,1,6,10,3,0.256358,0.107403,0.262452,0.409228,0.347415,0.388031,0.326722,0.735446,0.131673,6.14237,0.342347,,0.508053,34.9976,3.69223,112.408,0.508053,-0.31,4.454752206802368,-1.3066262602806091,1.29769,629.52001953125,,,,"16153"
"Alex Kirilloff","MIN",103,416,381,100,65,20,2,13,49,49,27,1,91,4,3,0,8,3,1,0.263531,0.0661197,0.219972,0.300582,0.318223,0.42907,0.324307,0.747293,0.165539,3.8406,0.312674,,-0.202113,52.3379,4.8083,113.302,-0.202113,0.97,6.019894704222679,-7.0134875774383545,1.28572,328.0199890136719,,,,"20325"
"Justin Turner","BOS",121,509,451,117,77,24,0,16,60,60,43,1,90,9,4,1,9,2,1,0.259875,0.0854366,0.176906,0.482949,0.33394,0.420625,0.330499,0.754565,0.16075,2.49252,0.290009,,-0.508966,66.541,8.38511,110.628,-0.508966,0.05,5.573535680770874,-9.581727217882872,1.27997,239.44000244140625,,,,"5235"
"Whit Merrifield","TOR",123,504,465,120,86,24,3,8,61,47,31,0,86,3,4,1,8,18,5,0.257772,0.0611855,0.171017,0.357775,0.30564,0.371923,0.297644,0.677563,0.114151,6.0934,0.298755,,1.14821,52.7733,-4.84425,93.7235,1.14821,1.92,-2.4107121229171753,-1.5106948614120483,1.27334,188.80999755859375,,,,"11281"
"Garrett Cooper","MIA",117,479,424,109,75,21,1,12,54,53,45,1,119,8,3,0,11,1,0,0.257376,0.0929982,0.247601,0.375597,0.336969,0.39556,0.323699,0.732529,0.138184,2.55158,0.328613,,-0.486748,60.1294,5.31376,110.967,-0.486748,-0.36,5.621453046798706,-9.636280417442322,1.27193,424.55999755859375,,,,"15279"
"Dylan Moore","SEA",88,311,271,56,33,11,1,11,41,28,30,1,91,7,2,1,3,19,5,0.205379,0.0971876,0.293429,0.331214,0.300032,0.371716,0.297853,0.671748,0.166337,6.78806,0.263792,,1.33918,32.572,-2.93383,98.0226,1.33918,0.72,0.6482501029968262,1.572461187839508,1.27156,459.0799865722656,,,,"18042"
"Brian Anderson","MIL",97,398,351,84,54,16,1,13,47,44,37,1,100,8,2,0,8,2,1,0.240581,0.0930068,0.251753,0.369437,0.32514,0.403063,0.320613,0.728203,0.162481,3.36106,0.298741,,-0.315127,49.0056,3.44026,106.064,-0.315127,-1.13,2.492203801870346,-3.7938226461410522,1.27103,440.0199890136719,,,,"18289"
"Yan Gomes","CHC",78,294,270,67,46,13,1,7,29,32,14,0,56,4,2,1,5,1,1,0.248107,0.0491006,0.191263,0.256718,0.292911,0.38015,0.294125,0.67306,0.132043,2.9678,0.287321,,-0.223355,29.9203,-3.64259,88.776,-0.223355,0,-4.0509844571352005,6.04243803024292,1.24599,482,,,,"9627"
"Austin Hays","BAL",133,548,504,125,82,25,2,16,61,61,32,0,110,8,4,1,10,5,2,0.247654,0.0579662,0.200506,0.289099,0.30015,0.399686,0.30596,0.699836,0.152032,4.22266,0.285877,,-0.182102,60.9996,-1.64793,99.1912,-0.182102,0.95,-0.6807475537061691,-5.024575054645538,1.23314,271.9599914550781,,,,"19363"
"Jeimer Candelario","WSN",127,521,469,111,70,26,2,14,55,55,43,2,120,6,3,0,9,1,0,0.236843,0.0826601,0.229548,0.360099,0.307172,0.387381,0.30484,0.694553,0.150538,2.69049,0.287227,,-0.436406,57.5893,-2.03221,94.261,-0.436406,-0.57,-3.9130764305591583,-1.9206766486167908,1.22942,394.1700134277344,,,,"13621"
"Tom Murphy","SEA",70,254,227,46,27,9,0,10,27,29,23,0,82,2,1,0,4,1,0,0.203721,0.0921171,0.320259,0.287633,0.283473,0.377187,0.2909,0.660661,0.173467,2.74641,0.266471,,-0.179316,25.2907,-3.81038,93.114,-0.179316,2,-2.1513827741146088,5.7518696784973145,1.22912,644.0399780273438,,,,"13499"
"Oswald Peraza","NYY",78,299,275,68,47,13,1,7,35,28,17,0,70,4,2,1,5,10,2,0.246043,0.0585899,0.235314,0.248986,0.298988,0.378039,0.297362,0.677027,0.131996,5.82741,0.303935,,0.775369,31.2005,-2.93705,93.6616,0.775369,0.33,-1.354034185409546,3.2425406873226166,1.19667,298.7099914550781,,,,"22823"
"Seth Brown","OAK",126,494,445,101,56,22,2,21,57,66,42,2,134,3,4,1,6,7,2,0.225976,0.0841807,0.271611,0.309931,0.29432,0.426434,0.311477,0.720754,0.200458,4.56357,0.271152,,0.302953,57.153,0.679217,108.057,0.302953,-0.3,4.780916512012482,-9.285487949848175,1.17866,210.9199981689453,,,,"18171"
"J.D. Davis","SFG",106,409,358,88,56,17,1,14,50,47,42,1,120,6,2,0,8,1,1,0.246091,0.1029,0.294187,0.349779,0.332857,0.415727,0.328783,0.748583,0.169636,3.15046,0.328271,,-0.354293,52.8985,6.17936,113.817,-0.354293,-0.25,6.204820334911346,-8.79354476928711,1.17153,415.6000061035156,,,,"16219"
"Kevin Kiermaier","TOR",101,387,352,83,56,17,3,6,45,34,28,1,96,4,2,0,8,11,2,0.234584,0.0733236,0.249215,0.294218,0.29769,0.352791,0.287663,0.650481,0.118207,6.16884,0.303321,,0.774779,37.4775,-6.79183,86.6771,0.774779,2.17,-5.029496848583221,3.7327160835266113,1.15853,528.5,,,,"11038"
"Jace Peterson","OAK",107,399,351,78,51,17,2,8,42,35,39,2,106,3,2,4,6,9,2,0.221822,0.098249,0.26461,0.371297,0.30404,0.352566,0.291243,0.656606,0.130745,5.37403,0.290553,,0.610375,39.8052,-5.87193,93.7723,0.610375,-0.85,-2.1890506744384766,0.4795125722885132,1.15637,475.4599914550781,,,,"12325"
"Christian Bethancourt","TBR",82,300,281,66,43,13,1,10,31,36,15,0,78,2,2,0,6,3,1,0.234654,0.0506714,0.258891,0.195725,0.276304,0.389292,0.289697,0.665596,0.154639,3.81989,0.287963,,-0.0636543,29.5583,-4.78356,92.5233,-0.0636543,-2.03,-2.590491846203804,4.015054941177368,1.15393,320.30999755859375,,,,"10028"
"Alek Thomas","ARI",63,249,228,60,42,13,2,3,29,24,17,1,47,2,1,0,6,5,1,0.264707,0.0698246,0.188782,0.369868,0.320612,0.384153,0.30922,0.704764,0.119446,5.78958,0.319037,,0.227885,28.392,-0.104051,96.9606,0.227885,2.41,-0.652140349149704,3.2480952739715576,1.15292,430.25,,,,"23792"
"Spencer Steer","CIN",115,461,415,99,63,21,2,13,50,52,35,1,103,7,3,1,7,3,1,0.238075,0.0765635,0.224379,0.341224,0.30565,0.390551,0.305253,0.696201,0.152476,3.6385,0.284159,,-0.240304,51.0409,-1.64455,89.0035,-0.240304,1.25,-6.126988410949707,1.494937926530838,1.14132,402.1300048828125,,,,"26323"
"Jonathan Schoop","DET",129,531,494,118,80,22,2,14,53,57,25,0,109,7,4,1,11,2,1,0.238439,0.047794,0.205462,0.232617,0.283044,0.376756,0.288496,0.6598,0.138317,3.19918,0.276272,,-0.343783,51.7224,-8.95872,87.8629,-0.343783,-0.25,-7.591687887907028,1.3465278148651123,1.11895,431.8500061035156,,,,"11265"
"Evan Longoria","ARI",96,376,340,82,50,16,1,15,43,51,29,1,96,4,3,0,7,1,0,0.240837,0.0772715,0.254905,0.303138,0.304826,0.423454,0.316021,0.72828,0.182617,2.67816,0.288865,,-0.318496,44.8374,1.87311,101.611,-0.318496,0,0.3846570551395416,-2.3733086585998535,1.11854,504.8299865722656,,,,"9368"
"Jorge Mateo","BAL",96,358,334,76,50,15,3,8,44,31,18,0,100,3,2,1,3,19,4,0.227897,0.0502424,0.280216,0.179299,0.272663,0.364947,0.278427,0.637611,0.13705,7.66406,0.299324,,1.95101,32.0705,-8.91889,79.7539,1.95101,1.65,-6.215918779373169,5.291402220726013,1.1017,237.19000244140625,,,,"17273"
"Kevin Newman","CIN",106,422,393,102,75,19,2,6,44,39,21,0,55,3,3,2,9,6,2,0.260075,0.0493915,0.129986,0.379975,0.3004,0.361643,0.291099,0.662043,0.101568,4.2515,0.287967,,-0.0492594,42.0111,-6.25245,79.3256,-0.0492594,1.73,-10.187802504748106,6.421506404876709,1.09561,479.4599914550781,,,,"17696"
"Michael A. Taylor","MIN",92,345,315,74,48,15,1,9,39,34,25,0,92,2,2,1,6,6,2,0.234465,0.0714672,0.267299,0.267368,0.293481,0.374073,0.293518,0.667555,0.139609,5.02071,0.301889,,0.274882,35.0249,-4.45055,91.5662,0.274882,2,-3.0015209913253784,2.326488584280014,1.08362,594.0999755859375,,,,"11489"
"Leody Taveras","TEX",119,462,423,98,67,19,3,9,52,40,33,2,119,2,3,2,7,16,3,0.231537,0.071313,0.257958,0.276452,0.288293,0.356151,0.28286,0.644444,0.124614,6.11474,0.29856,,1.45529,43.0044,-9.87809,82.5892,1.45529,1.35,-7.605671048164368,3.1818054914474487,1.0821,348.5,,,,"18900"
"Ji Hwan Bae","PIT",74,295,268,69,49,14,2,4,34,26,22,1,59,2,2,1,6,11,2,0.257078,0.0738096,0.20053,0.368074,0.316895,0.365566,0.301177,0.682461,0.108488,6.1427,0.315792,,1.16917,31.6769,-2.00512,92.7383,1.16917,-0.13,-1.3160113096237183,1.7090864181518555,1.08184,504.8500061035156,,,,"23818"
"Salvador Perez","KCR",132,545,501,125,73,25,0,27,62,83,27,2,131,9,5,0,9,1,0,0.249964,0.0497584,0.239959,0.207362,0.297846,0.463493,0.32674,0.761339,0.21353,1.79883,0.281918,,-0.427109,69.6825,7.35845,110.329,-0.427109,-16.2,5.908019304275513,-13.034339904785156,1.07448,70.33000183105469,,,,"7304"
"Matt Vierling","DET",102,372,341,88,59,17,3,8,43,36,24,1,75,4,3,1,6,8,2,0.256714,0.0643824,0.202031,0.318676,0.31016,0.394027,0.307744,0.704187,0.137313,5.7087,0.306173,,0.463921,41.9654,-0.592015,101.451,0.463921,1.39,1.0717502534389496,-2.771992564201355,1.06611,488.44000244140625,,,,"21558"
