Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Gabriel Moreno","ARI",88,323,296,81,59,15,1,6,37,38,21,0,52,4,2,1,6,3,1,0.275154,0.0642458,0.162312,0.395818,0.329589,0.393398,0.317993,0.722987,0.118244,3.45259,0.315477,0.0712363,-0.261274,39.038,2.1156,102.959,-0.190037,2.68895,0.9201279580593109,6.16670823097229,1.88477,247.2899932861328,3.12979,1.32055,1.12465,"22664"
"Shea Langeliers","OAK",122,479,435,97,58,21,2,16,47,55,35,1,140,4,4,1,7,2,1,0.223366,0.072354,0.291821,0.24794,0.283789,0.393401,0.295228,0.67719,0.170035,3.04333,0.285428,0.0504459,-0.463913,49.2037,-5.51969,96.5858,-0.413467,0.0761152,-2.252154439687729,4.717485003173351,1.85928,277.2699890136719,1.81764,0.0665382,0.514363,"25816"
"Josh Donaldson","NYY",107,444,384,88,53,18,0,16,52,53,50,1,112,5,4,0,9,1,1,0.228022,0.112474,0.253355,0.443937,0.321798,0.404068,0.319485,0.725866,0.176046,2.0905,0.274342,-1.02067,-0.513204,54.1699,3.43314,107.016,-1.53387,0.939798,2.0261194705963135,1.1227887570858002,1.85627,409.9200134277344,2.01663,0.503348,0.33817,"5038"
"Tyler Stephenson","CIN",126,491,438,116,79,24,1,13,58,61,41,1,111,7,4,0,8,2,0,0.265744,0.0831348,0.225691,0.368356,0.335468,0.414358,0.3289,0.749826,0.148614,2.75661,0.32356,-0.327032,-0.325063,63.6622,7.47679,105.172,-0.652095,0.328226,2.3007550835609436,-1.2770057022571564,1.84328,135.8800048828125,2.69028,0.185001,0.572234,"17988"
"Kris Bryant","COL",123,526,462,126,76,29,2,19,76,63,52,1,107,8,3,1,10,4,2,0.272423,0.0985574,0.204077,0.482942,0.353657,0.466976,0.356735,0.820632,0.194553,3.96091,0.314853,0.828387,-0.423756,79.8395,19.6497,116.322,0.404631,-3.18718,10.386944204568863,-10.618511438369751,1.83519,132.5800018310547,5.43941,-1.24263,0.583738,"15429"
"Andrew Vaughn","CHW",142,587,529,139,89,29,1,20,67,73,43,0,106,9,5,1,11,1,0,0.263644,0.0740479,0.181041,0.409011,0.327045,0.437894,0.333106,0.764938,0.174249,2.38248,0.292551,-0.775122,-0.577988,77.9939,10.8909,116.479,-1.35311,-0.181373,9.705520033836365,-11.4645327180624,1.83309,149.35000610351562,2.83479,-0.10397,0.652133,"26197"
"Tony Kemp","OAK",130,520,454,111,79,22,3,7,57,41,49,0,67,8,5,5,4,10,3,0.244011,0.0944241,0.128642,0.73401,0.325025,0.348528,0.301557,0.673553,0.104517,4.92467,0.270183,0.116813,0.370652,56.0981,-3.38402,101.054,0.487465,-1.07043,1.104549914598465,-0.400562584400177,1.81352,445.2900085449219,2.56565,-0.187143,0.846492,"14894"
"Cody Bellinger","CHC",125,508,455,101,60,21,3,18,61,60,45,2,126,3,4,1,4,11,3,0.2228,0.0883332,0.24897,0.354795,0.29385,0.399151,0.301985,0.693001,0.176351,5.4278,0.265331,0.231647,0.525818,54.9224,-3.13005,94.8587,0.757465,0.93551,-2.227432370185852,2.8703540563583374,1.81313,184.55999755859375,2.55694,-0.308804,0.831137,"15998"
"Michael Conforto","SFG",120,504,435,109,69,23,1,16,61,60,56,2,111,10,3,1,9,3,1,0.249698,0.11039,0.22041,0.50084,0.345394,0.416065,0.335171,0.761459,0.166367,3.31663,0.298227,-0.126915,-0.292318,67.7581,10.1724,117.913,-0.419233,-1.61009,9.897100776433945,-9.31182610988617,1.79305,246.8300018310547,3.17964,1.14934,0.156842,"16376"
"Mike Zunino","CLE",90,332,299,59,28,11,1,18,38,47,24,0,115,5,2,1,4,0,0,0.196563,0.0736815,0.346836,0.212439,0.266981,0.424096,0.299753,0.691077,0.227533,2.55212,0.241204,-0.349608,-0.252569,35.2743,-2.63155,94.4065,-0.602177,1.89039,-2.688766658306122,8.824493169784546,1.75282,428.0799865722656,2.51838,1.51404,0.782866,"13265"
"Giancarlo Stanton","NYY",122,514,454,110,63,17,0,30,63,81,55,2,149,3,3,0,10,0,0,0.241675,0.10593,0.290347,0.364838,0.324777,0.478486,0.346502,0.803263,0.236811,1.26847,0.286917,-1.15841,-0.512932,73.8539,15.0233,125.784,-1.67134,-0.999955,13.499090313911438,-13.722289323806763,1.74559,147.05999755859375,3.09529,0.381267,1.1689,"4949"
"Christian Vázquez","MIN",102,388,357,91,66,17,0,7,39,40,24,0,67,2,3,1,7,3,2,0.254524,0.0612027,0.172564,0.354667,0.302989,0.366682,0.295001,0.669671,0.112158,2.90187,0.29212,-1.25072,-0.651347,39.7726,-4.53929,92.6131,-1.90207,2.04737,-5.123359560966492,9.297861576080322,1.73424,252.14999389648438,2.84098,1.60863,0.788074,"9774"
"Nick Castellanos","PHI",138,585,539,143,87,31,1,23,73,78,36,1,133,5,4,1,10,5,1,0.264985,0.061663,0.2267,0.272003,0.315109,0.454947,0.332359,0.770057,0.189962,3.68993,0.309843,-0.513356,-0.110745,77.3745,10.5055,113.124,-0.624101,-3.38692,8.292945384979248,-11.457279205322266,1.73361,129.10000610351562,3.07271,-0.197246,0.486799,"11737"
"Josh Naylor","CLE",130,527,476,125,78,27,1,20,61,72,42,3,84,6,3,1,10,5,1,0.263822,0.078938,0.158684,0.497453,0.328077,0.450507,0.336706,0.778584,0.186685,3.20511,0.280371,-0.623805,-0.0629259,71.4959,11.2793,120.495,-0.68673,-0.301005,11.45830249786377,-11.743620067834854,1.73112,217.69000244140625,5.33561,-1.60847,0.452564,"18839"
"Austin Hays","BAL",133,548,503,126,79,27,2,18,65,65,31,0,109,9,3,2,7,4,2,0.250896,0.057021,0.198417,0.28738,0.30393,0.420538,0.315632,0.724468,0.169642,3.72103,0.284648,0.407415,-0.664842,65.2096,2.56201,106.02,-0.257427,1.44742,3.4538730680942535,-4.52716588973999,1.71948,271.9599914550781,1.16354,0.633136,0.219732,"19363"
"Max Kepler","MIN",124,506,443,103,61,23,2,16,61,56,53,1,86,6,4,0,5,5,1,0.231694,0.104923,0.169026,0.620752,0.31955,0.403864,0.317516,0.723414,0.17217,4.28409,0.249787,0.00866976,-0.0550308,61.0194,3.12542,108.508,-0.046361,1.02959,4.801043912768364,-4.700357794761658,1.70373,367.94000244140625,2.07672,0.154036,0.359101,"12144"
"Wilmer Flores","SFG",119,482,429,107,68,21,1,16,57,57,43,0,77,6,4,1,6,1,0,0.248523,0.0883111,0.159148,0.5549,0.322525,0.414591,0.322992,0.737116,0.166067,2.61406,0.26664,-1.25425,-0.375157,60.2381,5.07647,109.452,-1.6294,-3.32069,3.5849863290786743,-3.2058966532349586,1.69851,324.25,2.36218,0.277913,0.303121,"5827"
"Joey Wendle","MIA",113,448,413,107,74,24,3,6,47,43,23,1,77,7,3,1,7,12,4,0.260019,0.0506241,0.173127,0.292411,0.307944,0.378767,0.300984,0.686711,0.118748,5.51717,0.303865,-0.42441,0.456401,48.0664,-3.11553,95.4355,0.0319903,-0.88247,-2.3417606577277184,3.3885971903800964,1.69113,352.8500061035156,1.97613,-1.61818,1.08842,"13853"
"CJ Abrams","WSN",136,537,500,127,90,26,3,8,63,48,20,0,96,10,4,3,7,17,6,0.254877,0.0367973,0.179329,0.205194,0.294938,0.365261,0.289635,0.660199,0.110384,5.84815,0.299667,0.0282416,0.593872,52.7915,-8.57413,83.8644,0.622113,1.12807,-9.438735783100128,7.443108320236206,1.6863,214.3300018310547,5.55916,-0.815656,1.15354,"25768"
"Trayce Thompson","LAD",95,352,314,69,36,13,1,18,43,49,32,1,126,3,2,1,5,5,1,0.22109,0.0919285,0.359437,0.255757,0.298587,0.448951,0.323256,0.747538,0.227861,4.80632,0.29843,-0.201179,0.164813,43.9747,3.77345,109.636,-0.0363662,0.141108,3.837604060769081,0.6715476959943771,1.68229,440.80999755859375,4.15091,0.0722112,0.618727,"9952"
"Joey Gallo","MIN",123,486,407,77,38,13,1,24,59,59,72,2,178,4,2,1,2,4,1,0.190187,0.148749,0.364949,0.407588,0.317466,0.408729,0.320709,0.726195,0.218542,3.83347,0.256365,0.0995845,-0.085034,59.8537,4.23618,110.762,0.0145505,1.41453,5.905005717650056,-5.434387564659119,1.67599,389.3500061035156,3.40642,-0.563797,1.39454,"14128"
"Tyrone Taylor","MIL",122,476,433,101,58,21,3,20,55,59,31,0,114,8,3,1,8,5,2,0.234469,0.065049,0.239534,0.271565,0.295357,0.431306,0.315467,0.726663,0.196837,4.6115,0.270829,0.317934,-0.119116,56.5406,2.16164,102.545,0.198818,2.09934,1.6050994843244553,-1.8017187118530273,1.65934,389.9599914550781,2.44816,-0.619403,0.44036,"13675"
"Josh Jung","TEX",120,490,453,108,65,22,2,19,52,62,29,0,145,6,2,1,7,5,1,0.238377,0.0584521,0.294935,0.198186,0.291317,0.421746,0.309764,0.713063,0.183369,4.21129,0.305385,-0.842265,0.0918061,56.0627,0.0070152,101.583,-0.750459,0.811886,0.12271171808242798,-0.06495648622512817,1.64546,218.22999572753906,3.52415,-0.576049,0.437218,"26299"
"Adolis García","TEX",144,608,562,133,77,27,3,26,76,82,35,1,178,6,4,0,6,19,6,0.236096,0.0575557,0.292088,0.197049,0.286356,0.432337,0.310226,0.718693,0.196241,5.97025,0.294775,-0.691243,1.08075,69.7619,0.232139,101.909,0.389509,2.56777,1.6960008144378662,-5.4088499546051025,1.64362,59.900001525878906,3.20363,0.163305,1.1554,"19287"
"Nick Fortes","MIA",75,274,247,60,39,11,1,9,31,31,20,0,50,5,1,0,4,4,2,0.242956,0.0740253,0.183812,0.402723,0.310968,0.401816,0.313027,0.712785,0.15886,4.29742,0.270554,-0.100136,-0.0573256,32.0238,0.71369,103.67,-0.157462,0.970291,1.0100029110908508,5.3190798163414,1.63183,333.5400085449219,2.71947,2.49252,0.944023,"21538"
"Luis Rengifo","LAA",113,455,419,105,71,19,3,12,48,45,25,1,80,4,3,4,7,6,3,0.250029,0.0556464,0.175352,0.317342,0.297435,0.393038,0.301176,0.690473,0.143009,4.33468,0.28128,0.633546,-0.321748,48.952,-3.09918,93.7354,0.311798,-0.506307,-2.8971976339817047,3.80094450712204,1.61717,305.2300109863281,2.57867,0.0732474,0.538289,"19858"
"Santiago Espinal","TOR",108,419,381,100,74,20,1,5,46,40,31,1,60,3,2,2,7,6,3,0.263428,0.0740055,0.142157,0.52059,0.321099,0.36449,0.303115,0.685589,0.101061,3.91184,0.297957,0.200214,-0.314205,45.6868,-2.20631,97.5857,-0.113991,1.40964,-1.2519120648503304,3.262055277824402,1.61173,520.9000244140625,3.58317,0.0356961,0.966255,"19997"
"J.D. Martinez","LAD",132,563,504,131,79,30,2,21,71,75,50,2,138,4,4,0,11,0,0,0.260333,0.0891838,0.245797,0.362835,0.329764,0.45154,0.338062,0.781304,0.191207,2.52414,0.315541,-1.6146,-0.533299,77.0722,12.6697,119.921,-2.1479,-0.148328,10.68283748626709,-13.807796239852905,1.60847,205,2.59608,0.550048,0.711066,"6184"
"Carson Kelly","ARI",91,335,296,68,44,14,1,10,36,37,32,0,68,4,3,1,6,1,0,0.230085,0.0941558,0.202131,0.465816,0.309984,0.379448,0.304465,0.689432,0.149363,2.72425,0.26398,-0.129108,-0.280158,36.8945,-1.40522,93.709,-0.409266,-0.126348,-2.857425957918167,6.88983353972435,1.60662,416.19000244140625,1.69644,0.939144,0.535141,"13620"
"Christopher Morel","CHC",112,449,403,94,56,18,3,16,55,50,36,0,137,3,3,4,4,11,4,0.23244,0.080548,0.30458,0.264456,0.299226,0.412077,0.310216,0.711303,0.179638,5.85554,0.307198,0.237099,-0.0114093,51.4813,0.167779,100.577,0.225689,-1.87427,0.5217684507369995,-0.04446613788604736,1.59311,266.9200134277344,3.5549,-0.775735,0.628269,"21897"
"Brandon Drury","LAA",122,489,448,111,68,23,1,19,60,63,32,0,110,5,3,1,6,2,1,0.247537,0.0646973,0.225766,0.286568,0.302439,0.431593,0.318895,0.734032,0.184057,3.04931,0.285515,-0.488831,-0.578421,59.4202,3.5512,106.245,-1.06725,-2.05698,2.366085171699524,-2.7560190558433533,1.59299,199.0399932861328,2.7561,0.749272,0.364518,"11615"
"Elvis Andrus",,107,428,394,98,68,20,1,9,49,41,26,0,68,4,3,1,7,12,3,0.248119,0.0618247,0.158792,0.389344,0.299634,0.373899,0.296223,0.673533,0.125781,4.94327,0.277013,0.748986,0.637811,44.3179,-4.59559,90.8555,1.3868,-0.731602,-3.0864999294281006,4.210139691829681,1.5888,372.9599914550781,6.57914,-1.93277,0.931127,"8709"
"Chas McCormick","HOU",110,421,370,87,57,14,2,14,50,49,42,0,112,4,4,1,4,5,2,0.236128,0.0997295,0.265294,0.37592,0.316786,0.399249,0.314726,0.716035,0.16312,4.2876,0.294472,-0.324729,-0.24671,49.7662,1.66426,105.717,-0.571439,-0.0339506,2.134678065776825,-0.42454857379198074,1.58633,416.7300109863281,1.85572,0.0981382,0.313793,"19599"
"Austin Nola","SDP",90,340,301,77,56,15,1,6,35,36,29,1,53,6,4,1,4,2,1,0.254133,0.0841229,0.155544,0.54083,0.326368,0.363591,0.306182,0.689959,0.109458,2.78649,0.287917,0.0198343,-0.467905,37.9548,-0.963693,97.7741,-0.448071,-1.81526,-1.3144551813602448,5.117830991744995,1.56962,417.6000061035156,1.58022,0.882432,0.877122,"15941"
"Jose Siri","TBR",119,447,412,93,58,19,3,13,53,48,26,0,151,4,2,2,3,17,4,0.225671,0.0592421,0.336784,0.175905,0.278368,0.379668,0.288001,0.658036,0.153997,6.69988,0.318882,0.0781248,1.58962,43.3858,-7.72109,85.1437,1.66775,4.37209,-5.925557374954224,6.215466737747192,1.56722,312.2699890136719,3.89877,-0.159265,1.18998,"17452"
"Gio Urshela","LAA",105,420,386,103,70,20,2,12,47,49,27,1,81,3,4,1,10,1,0,0.265947,0.0653745,0.193069,0.338608,0.316398,0.415012,0.318224,0.73141,0.149065,2.99791,0.306724,-1.07938,-0.246758,50.856,2.82887,105.771,-1.32614,-0.0988938,1.4014133214950562,0.10446057468652725,1.5627,387.80999755859375,3.05956,-0.670208,0.729957,"10681"
"Oscar Gonzalez","CLE",123,516,487,133,88,27,1,16,55,65,21,2,104,4,3,1,7,2,1,0.273596,0.040926,0.20165,0.202956,0.307235,0.435047,0.319974,0.742283,0.161451,2.78196,0.31649,-0.0982781,-0.540326,63.2133,4.19405,108.682,-0.638604,-0.0975788,4.40395051240921,-6.5429141744971275,1.50148,192.4600067138672,4.94039,-0.957125,0.770289,"20970"
"Esteury Ruiz","OAK",114,395,350,84,56,19,2,7,46,33,29,0,84,9,2,6,2,25,6,0.239066,0.0742821,0.213575,0.347803,0.311928,0.365077,0.300383,0.677005,0.126011,6.88673,0.29451,0.166202,2.24948,42.249,-2.93964,100.225,2.41568,-0.338717,2.515683092176914,-0.850578248500824,1.49641,223.80999755859375,4.82576,-0.109443,1.99186,"21780"
"Jeimer Candelario","WSN",127,521,469,113,69,26,2,16,58,58,43,1,120,6,3,1,7,1,1,0.241497,0.0830929,0.230794,0.36003,0.311581,0.407537,0.314665,0.719118,0.16604,2.83811,0.290421,-0.148616,-0.559532,61.6591,2.03757,100.979,-0.708148,-1.84469,-0.11503922939300537,-3.1953684091567993,1.49437,394.1700134277344,1.70078,0.360592,0.285468,"13621"
"Myles Straw","CLE",118,466,416,104,81,19,2,1,53,34,43,0,77,2,3,2,4,19,4,0.250476,0.092743,0.165689,0.55974,0.321253,0.316754,0.287664,0.638007,0.0662775,5.63502,0.30187,0.531906,1.77851,45.0905,-8.17121,85.8716,2.31042,2.59092,-5.095058441162109,4.407944202423096,1.48554,404.6700134277344,1.84446,-0.286116,1.68724,"17620"
"Endy Rodriguez","PIT",57,219,197,52,31,12,1,6,24,27,17,1,43,2,2,1,2,1,0,0.26166,0.079779,0.19574,0.407576,0.326284,0.43525,0.330503,0.761534,0.17359,3.71332,0.302031,-0.13311,-0.0659967,28.6812,3.61486,112.79,-0.199106,0.350111,3.0584924668073654,3.6783297061920166,1.48174,999,3.00569,-0.539209,1.21988,"sa3008272"
"Joey Bart","SFG",115,407,369,81,53,14,1,13,45,41,29,0,141,6,2,1,5,2,1,0.220104,0.071948,0.346868,0.207422,0.287653,0.367924,0.28998,0.655576,0.14782,3.4769,0.316203,-0.175674,-0.39578,40.1331,-6.38867,86.5186,-0.571454,-1.29451,-6.843802869319916,7.549067735671997,1.47296,338.2699890136719,1.71408,-0.0306063,0.367785,"21524"
"Christian Bethancourt","TBR",82,300,282,68,44,13,0,10,31,35,14,0,73,2,2,1,4,4,1,0.241509,0.0465953,0.242901,0.191829,0.280981,0.397749,0.295453,0.678729,0.156239,3.63878,0.289574,-0.437309,0.0607849,30.9316,-3.41031,90.3205,-0.376524,1.80531,-3.7009668350219727,7.850353479385376,1.46833,320.30999755859375,2.13643,-0.0107623,0.841898,"10028"
"Travis d'Arnaud","ATL",96,385,352,90,57,18,1,14,46,50,24,0,85,6,2,1,8,0,0,0.255885,0.06169,0.221472,0.278545,0.312245,0.430692,0.32374,0.742937,0.174807,2.5791,0.299173,-0.756976,-0.379186,48.2615,4.27648,106.235,-1.13616,1.51397,1.6502314805984497,-0.634575366973877,1.46551,219.3300018310547,1.96933,-0.414984,0.560141,"7739"
"Manuel Margot","TBR",123,501,457,118,84,23,3,9,55,54,36,1,87,3,3,1,6,15,5,0.258798,0.0728401,0.172937,0.421194,0.315407,0.381171,0.306143,0.696578,0.122373,5.09533,0.298765,0.324193,0.318969,55.8128,-1.43292,97.7471,0.643162,2.03097,-0.6466261744499207,-1.9195752143859863,1.45193,299.2300109863281,2.81357,-1.7852,0.95579,"14712"
"Jace Peterson","OAK",107,399,350,80,53,17,2,8,44,38,41,1,99,3,3,2,5,12,2,0.228096,0.103427,0.247807,0.417371,0.312292,0.354071,0.296156,0.666363,0.125975,5.37194,0.291905,-0.086744,1.01999,41.3644,-4.31278,97.2409,0.933244,0.0242408,-0.3070334196090698,1.3537505380809307,1.44576,475.4599914550781,3.47533,1.42025,0.980748,"12325"
"Garrett Mitchell","MIL",110,399,357,86,59,17,2,9,46,40,34,0,128,4,2,3,3,21,3,0.241936,0.0844553,0.320002,0.263921,0.313208,0.370427,0.30277,0.683635,0.12849,6.23416,0.34977,-1.43014,2.45797,43.41,-2.21088,93.8633,1.02783,0.463047,-1.8167575597763062,2.1612300872802734,1.44558,300.7300109863281,5.86195,0.990617,1.56674,"27555"
"Drew Waters","KCR",116,447,405,96,59,22,3,11,50,43,35,0,140,4,2,1,4,9,3,0.236083,0.0782762,0.313317,0.249831,0.301302,0.389728,0.303182,0.691031,0.153646,5.79245,0.329906,0.140778,0.353699,48.8092,-2.33222,95.6901,0.494477,-0.309907,-1.7098768651485443,0.8212907910346985,1.44452,413.2699890136719,4.70834,-1.93487,0.6763,"20505"
"Adam Frazier","BAL",120,483,437,114,85,22,3,4,51,39,35,1,58,5,3,3,7,8,4,0.260705,0.0727413,0.119855,0.606909,0.321549,0.350132,0.298292,0.671681,0.0894277,4.47119,0.291385,0.305525,-0.417057,50.8731,-4.39836,93.7779,-0.111532,0.100411,-3.495917707681656,1.8433501571416855,1.44294,462.4200134277344,2.27376,0.406074,1.04124,"15223"
"Triston Casas","BOS",122,481,410,99,58,21,2,18,56,57,63,2,112,4,3,1,11,5,1,0.241315,0.13024,0.233712,0.557268,0.34454,0.432936,0.340112,0.777476,0.191621,3.97377,0.286418,-0.562722,0.045873,66.5432,11.593,117.415,-0.516849,-0.898924,8.900436997413635,-10.572833895683289,1.43147,237.55999755859375,3.54422,0.0434376,0.235225,"22514"
"David Villar","SFG",86,339,299,68,40,15,1,13,40,42,31,0,101,7,2,1,5,1,0,0.227206,0.0913403,0.298223,0.306282,0.311535,0.410704,0.317427,0.722238,0.183497,3.22984,0.294899,-0.064562,-0.256837,40.866,2.07047,105.586,-0.321399,-0.242846,1.846076250076294,0.6690372377634048,1.43066,490.8800048828125,3.52429,-0.634489,0.42541,"24782"
"Mark Canha","NYM",127,517,442,107,72,21,2,12,65,55,55,1,103,15,4,1,5,5,2,0.242882,0.105755,0.199278,0.530689,0.343726,0.383004,0.324408,0.72673,0.140122,4.16707,0.287173,-0.624919,-0.15379,65.1245,6.02058,110.436,-0.778709,-3.09092,5.3896467089653015,-8.751438856124878,1.42427,359.2300109863281,3.02109,1.17512,0.266066,"11445"
"Miguel Rojas","LAD",94,372,343,88,64,17,1,6,39,36,23,1,49,4,2,1,6,7,2,0.257289,0.0607234,0.13162,0.461354,0.30861,0.365674,0.297161,0.674284,0.108385,4.30892,0.283632,-0.754941,0.201568,38.8244,-3.71978,91.5075,-0.553373,2.231,-4.166779458522797,5.542035818099976,1.4237,504.8800048828125,4.59246,0.589905,1.02954,"7802"
"Aledmys Díaz","OAK",110,436,401,98,65,21,1,12,44,50,26,1,74,6,2,1,7,2,1,0.245483,0.0592057,0.169368,0.349568,0.299558,0.39072,0.302353,0.690278,0.145237,2.4697,0.272038,-0.708933,-0.494646,47.3372,-2.56298,101.616,-1.20358,-0.0957474,-0.4099869132041931,0.06869741529226303,1.42354,414.2300109863281,3.25349,-0.416594,0.395573,"15937"
"Joc Pederson","SFG",127,491,433,106,61,21,3,22,62,67,45,2,115,8,4,1,6,3,2,0.244254,0.0919234,0.233948,0.392922,0.324246,0.454149,0.33711,0.778395,0.209895,3.99913,0.279611,-0.101164,-0.432895,66.8281,10.6756,119.26,-0.534059,-2.83695,10.281943678855896,-12.84110713005066,1.4198,248.60000610351562,2.80032,1.20471,0.469387,"11899"
"Anthony Volpe","NYY",60,251,222,52,31,12,1,7,29,27,22,0,54,4,2,1,2,11,2,0.233955,0.087527,0.215748,0.40569,0.311779,0.399154,0.31184,0.710933,0.165198,6.16203,0.274966,-0.428423,0.924642,29.0718,0.416857,101.705,0.49622,1.53908,0.9847225844860077,4.315797686576843,1.41819,999,5.16304,-0.893135,1.31056,"sa3010868"
"Dylan Moore","SEA",88,311,267,56,33,12,1,10,40,31,33,1,90,8,2,1,4,20,6,0.209034,0.105747,0.289954,0.364703,0.312952,0.374833,0.306099,0.687786,0.165799,6.93101,0.273072,-0.586801,1.37841,34.6063,-0.899606,103.844,0.791613,0.601359,2.1349174976348877,1.4538202285766602,1.4152,459.0799865722656,2.68375,-0.0778854,1.71495,"18042"
"Bryan De La Cruz","MIA",118,456,420,109,69,22,2,17,51,53,28,0,111,3,4,1,8,4,2,0.259048,0.0625056,0.242573,0.257677,0.30817,0.437395,0.322722,0.745565,0.178347,3.76703,0.31102,-0.30421,-0.14735,56.8178,4.69858,110.299,-0.451559,-3.13153,5.002381443977356,-6.866408109664917,1.41446,238.19000244140625,3.82372,-1.26637,0.483998,"19600"
"Jacob Stallings","MIA",105,390,348,80,59,15,0,6,33,37,33,0,85,4,3,2,8,0,0,0.229531,0.0851158,0.217549,0.39125,0.302274,0.326525,0.28197,0.628799,0.0969942,1.43447,0.283993,-0.651608,-0.518013,36.0349,-8.61678,82.4338,-1.16962,1.3341,-9.139272451400757,9.415825366973877,1.40851,565.9000244140625,1.39804,0.256787,0.513818,"13723"
"Seth Brown","OAK",126,494,447,102,55,22,2,22,56,65,41,2,135,3,3,0,4,8,2,0.228161,0.0828987,0.272512,0.304202,0.295684,0.437093,0.316458,0.732777,0.208932,4.82938,0.272734,-0.627473,0.328279,59.1072,2.63347,111.574,-0.299194,0.517622,6.133021384477615,-8.467894196510315,1.40647,210.9199981689453,2.01455,-0.366596,0.731347,"18171"
"James Outman","LAD",84,340,304,69,39,15,2,13,42,43,29,1,113,5,2,1,2,5,2,0.226626,0.0841008,0.332965,0.252581,0.30192,0.418031,0.313973,0.719951,0.191405,5.25681,0.311111,-0.11566,0.052197,39.9996,1.1412,103.187,-0.0634628,0.663204,1.174895778298378,1.070127159357071,1.40419,463.4200134277344,3.56698,-1.86787,0.502083,"24770"
"Michael Massey","KCR",104,407,372,92,59,21,1,10,41,45,23,1,93,6,4,3,3,6,1,0.24814,0.0554822,0.228461,0.242852,0.299995,0.395412,0.303252,0.695407,0.147272,4.43752,0.301325,-0.401934,0.360942,44.4354,-2.09967,95.7384,-0.0409918,0.243889,-2.0243132412433624,1.8447569012641907,1.38045,394.2900085449219,2.15725,-0.58273,0.661726,"27684"
"Lourdes Gurriel Jr.","ARI",132,541,498,139,93,30,2,14,60,64,33,1,98,5,4,1,9,4,2,0.279479,0.0605947,0.181147,0.334506,0.327594,0.43144,0.329886,0.759034,0.151961,3.2771,0.321204,-0.666444,-0.763262,70.482,8.65181,111.092,-1.42971,-1.82339,5.538406252861023,-10.590250730514526,1.37976,232.27000427246094,2.27216,0.0894266,0.870399,"19238"
"Nick Gordon","MIN",107,410,376,96,62,21,3,11,44,45,23,1,96,6,4,2,6,11,3,0.255983,0.0551095,0.233869,0.235643,0.305991,0.412855,0.312156,0.718846,0.156872,5.45187,0.312673,-0.243734,0.611651,47.7202,0.785983,104.724,0.367917,-0.256148,2.5499000549316406,-2.5021927058696747,1.37764,286.7900085449219,3.94889,0.257064,0.907662,"16337"
"Kevin Kiermaier","TOR",101,387,352,82,55,17,4,8,45,38,29,1,98,4,2,1,4,11,3,0.233708,0.0753966,0.254087,0.296735,0.29735,0.365646,0.292034,0.662997,0.131938,6.33034,0.301139,0.103073,0.688362,38.8218,-5.44751,89.7627,0.791435,2.89183,-3.6685226559638977,4.454551458358765,1.37722,528.5,3.91791,1.72552,0.930495,"11038"
"Oswald Peraza","NYY",78,299,272,67,46,12,1,8,35,31,19,0,69,4,1,1,9,12,3,0.246967,0.0649001,0.229635,0.282623,0.305006,0.389941,0.305604,0.694948,0.142975,5.58697,0.298631,-0.412448,0.9505,33.1552,-0.982326,97.3727,0.538052,0.786243,-0.358919620513916,3.6987786293029785,1.37719,298.7099914550781,4.2105,-0.344843,1.26403,"22823"
"José Iglesias",,104,411,386,107,79,22,1,4,43,40,15,0,55,6,2,1,7,3,1,0.275835,0.0376102,0.133977,0.280722,0.311804,0.370483,0.300055,0.682287,0.0946477,3.42477,0.31106,-0.137555,-0.380204,43.7806,-3.16033,93.5181,-0.517759,-0.484816,-3.560717463493347,3.2162727415561676,1.37534,631.4400024414062,3.81452,-1.07242,1.18058,"10231"
"Garrett Cooper","MIA",117,479,424,110,73,23,1,12,52,55,44,0,122,8,3,0,8,0,0,0.258888,0.09237,0.254843,0.362459,0.337728,0.407978,0.328731,0.745706,0.149091,2.41368,0.332609,-1.19363,-0.563047,62.0461,7.2304,114.408,-1.75668,-0.0765485,6.2681580781936646,-9.352853745222092,1.36959,424.55999755859375,3.29945,-1.04104,0.527482,"15279"
"Justin Turner","BOS",121,509,449,121,80,26,0,14,61,65,46,1,85,8,5,0,8,3,1,0.268225,0.0899489,0.16655,0.540073,0.34315,0.422192,0.335514,0.765343,0.153967,2.89333,0.299293,-1.46716,-0.288428,68.5673,10.4114,114.168,-1.75558,0.082181,6.353205442428589,-9.549524299800396,1.36521,239.44000244140625,3.28475,0.336703,0.596777,"5235"
"Rodolfo Castro","PIT",106,424,386,89,54,18,2,15,45,49,31,1,112,4,2,1,7,7,3,0.229643,0.072057,0.265508,0.271393,0.291364,0.403835,0.303107,0.695199,0.174192,4.71361,0.282788,-0.19726,-0.0813285,46.2111,-2.23463,94.0576,-0.278588,0.0294112,-3.2037067115306854,1.9214457347989082,1.36205,365.05999755859375,2.48626,0.179017,0.514738,"21987"
