Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Aaron Judge","NYY",149,645,545,155,86,25,1,43,104,106,89,9,165,6,4,1,11,9,3,0.284019,0.137615,0.256093,0.537365,0.387218,0.568385,0.404495,0.955603,0.284366,3.63735,0.32799,0.167547,-0.07948,122.313,48.554,166.072,0.0880674,2.68825,48.82648220658302,-3.744432210922241,6.95137,3.4800000190734863,2.86816,-0.799067,1.14016,"15640"
"Juan Soto","SDP",151,664,521,146,86,27,2,30,105,89,135,8,96,4,3,1,11,9,4,0.279209,0.202472,0.145129,1.39512,0.428199,0.513438,0.406414,0.941637,0.234229,3.85907,0.289372,-0.384247,-0.54211,126.978,51.017,167.406,-0.926357,-0.552545,50.28054082393646,-8.72300386428833,6.64754,11.130000114440918,2.91402,0.212771,0.812801,"20123"
"Mike Trout","LAA",139,601,509,136,67,27,3,40,97,95,79,7,160,9,3,1,4,3,1,0.267879,0.13176,0.265909,0.495509,0.37388,0.567459,0.398058,0.941339,0.29958,4.0374,0.308466,0.272107,-0.329872,110.923,42.1787,162.132,-0.0577658,-4.42442,41.97587983682752,-2.824425458908081,6.12123,21.100000381469727,2.24992,-0.381203,1.39781,"10155"
"Yordan Alvarez","HOU",144,611,526,151,80,31,2,38,95,105,74,6,128,7,5,0,14,1,1,0.287816,0.120438,0.210047,0.573387,0.379492,0.571109,0.402443,0.950601,0.283293,2.88038,0.311683,0.0983066,-0.591768,114.83,44.9831,167.643,-0.493462,-0.0209476,46.002448946237564,-9.795133713632822,5.84436,9.539999961853027,0.982887,-0.589054,1.50618,"19556"
"Julio Rodríguez","SEA",145,627,562,156,95,29,3,29,93,80,52,4,152,9,3,2,7,26,7,0.277632,0.0821314,0.242373,0.338864,0.345958,0.494488,0.361584,0.840447,0.216856,5.95827,0.331349,-0.190781,1.8982,97.5238,25.8233,143.016,1.70742,1.18913,32.06004357337952,3.4241327047348022,5.82265,4.130000114440918,3.50606,-1.20898,0.778355,"23697"
"José Ramírez","CLE",151,651,570,153,83,36,4,30,95,103,69,10,85,6,6,0,6,21,6,0.268428,0.10614,0.130736,0.811862,0.350688,0.505048,0.363227,0.855736,0.23662,5.77379,0.266604,0.874863,1.33515,102.107,27.6613,139.217,2.21001,1.60061,30.941615343093872,2.329064667224884,5.67052,3.380000114440918,3.30036,0.0860114,0.631063,"13510"
"Mookie Betts","LAD",146,643,563,153,85,35,3,31,108,84,65,1,102,8,5,2,6,13,4,0.271376,0.101855,0.159335,0.639247,0.353053,0.506227,0.369983,0.85928,0.234851,5.53116,0.281178,0.875026,0.577898,104.266,30.7619,142.097,1.45292,6.54404,32.39863705635071,-0.10217046737670898,5.60128,11.380000114440918,1.64068,0.209728,0.707838,"13611"
"Freddie Freeman","LAD",155,675,582,175,111,36,2,25,106,93,81,8,101,6,4,1,8,10,3,0.300696,0.120705,0.149858,0.805458,0.389666,0.500871,0.382732,0.890537,0.200175,4.38578,0.325543,0.175224,-0.0611136,116.259,39.1172,150.954,0.114111,2.14351,39.42423015832901,-9.80303955078125,5.42976,15.079999923706055,2.73309,0.258494,1.13418,"5361"
"Trea Turner","PHI",152,663,607,177,117,34,4,22,101,81,45,1,117,5,5,2,9,28,6,0.292229,0.0675865,0.175941,0.384142,0.343124,0.470791,0.352015,0.813915,0.178561,6.48274,0.328348,0.605766,2.63453,98.0412,22.256,126.565,3.2403,-2.67698,23.696099758148193,4.13204288482666,5.26316,2.3499999046325684,3.39578,0.348253,1.15021,"16252"
"Corey Seager","TEX",143,617,546,152,92,30,2,28,84,83,59,4,98,6,5,1,10,2,1,0.278073,0.0955796,0.158567,0.602772,0.352561,0.495044,0.364119,0.847605,0.216971,3.14612,0.291298,0.338507,-0.525655,97.2191,26.6562,139.956,-0.187148,-2.0358,27.559373050928116,2.5665526390075684,5.22678,63.33000183105469,2.49931,0.242664,0.947704,"13624"
"Ronald Acuña Jr.","ATL",142,626,536,145,86,29,1,29,102,77,73,4,148,11,4,2,6,32,10,0.270933,0.11703,0.236004,0.495881,0.367579,0.49348,0.371797,0.861059,0.222547,5.70435,0.31958,1.49028,1.882,102.372,30.8386,139.095,3.37228,0.583837,31.787555932998657,-5.3999239802360535,4.98056,2.190000057220459,4.62671,-0.659347,1.29269,"18401"
"Kyle Tucker","HOU",152,630,564,154,85,33,3,33,86,99,58,4,104,2,4,1,7,21,5,0.273026,0.0926595,0.165803,0.558852,0.341496,0.517765,0.366866,0.859261,0.244739,5.38022,0.28102,-0.17037,1.73731,100.591,28.5782,142.526,1.56694,2.31954,31.704856157302856,-4.808058977127075,4.93014,6.099999904632568,2.74407,-0.220286,0.515551,"18345"
"Carlos Correa","MIN",143,616,541,147,93,29,1,23,77,75,64,2,121,5,5,1,12,0,1,0.271662,0.103781,0.196728,0.527533,0.35074,0.46,0.35215,0.810739,0.188337,2.06448,0.307833,-0.104579,-0.793025,91.1566,20.744,132.959,-0.897604,0.920863,21.940715312957764,5.323302805423737,4.9219,125.4000015258789,2.8015,-2.02239,0.869121,"14162"
"Alex Bregman","HOU",148,629,533,140,84,32,1,23,87,86,81,2,79,9,6,0,11,2,1,0.26283,0.128036,0.125218,1.02251,0.364997,0.455284,0.35799,0.820281,0.192453,2.84465,0.268021,-0.457167,-0.652655,96.0533,24.1132,136.26,-1.10982,0.373336,24.561535358428955,2.27059605717659,4.92122,77.1500015258789,3.4744,-1.19207,0.919122,"17678"
"Manny Machado","SDP",152,652,580,158,97,30,1,31,92,99,64,7,121,3,6,0,9,10,3,0.272652,0.0975282,0.185145,0.526766,0.344029,0.485914,0.355043,0.829943,0.213262,4.05908,0.293707,-0.296334,0.0439181,98.0511,23.471,131.718,-0.252415,0.0383988,23.40505149960518,1.7948634922504425,4.88852,15.039999961853027,3.25986,0.596981,0.705464,"11493"
"Nolan Arenado","STL",151,638,574,153,91,32,2,28,79,96,52,3,81,5,5,0,11,4,1,0.266881,0.082089,0.127643,0.643113,0.330987,0.476275,0.346882,0.807261,0.209394,3.09685,0.265866,0.0769052,-0.416297,91.7427,18.8158,126.049,-0.339392,5.10238,18.658763736486435,6.845084190368652,4.87071,35.209999084472656,3.39136,-0.336753,0.965094,"9777"
"Vladimir Guerrero Jr.","TOR",152,657,583,169,100,33,1,35,96,102,64,5,104,6,3,0,15,6,2,0.289239,0.0975638,0.15754,0.619296,0.364054,0.528467,0.381864,0.89252,0.239227,3.53781,0.298549,-1.10178,-0.376281,112.827,37.6613,153.18,-1.47806,-0.679488,37.860063314437866,-13.204419434070587,4.78702,10.789999961853027,4.27384,0.359582,1.10812,"19611"
"Austin Riley","ATL",152,650,580,159,92,32,2,33,90,97,53,2,158,12,5,0,9,1,0,0.27423,0.0813363,0.242611,0.335254,0.344228,0.50781,0.365935,0.852039,0.233581,2.98233,0.319342,-1.02405,-0.524049,103.371,29.0238,135.087,-1.5481,-4.48611,24.957006692886353,-2.1355690956115723,4.69305,21.829999923706055,3.01441,-0.786699,1.25791,"18360"
"J.T. Realmuto","PHI",136,549,493,129,81,25,3,20,72,74,42,2,122,10,4,0,6,16,3,0.262664,0.0771869,0.221913,0.347825,0.330889,0.45006,0.338835,0.780949,0.187396,5.79295,0.308008,0.747763,1.252,75.4883,12.6914,117.553,1.99976,5.03184,13.199454665184021,12.938321590423584,4.68442,25.790000915527344,3.46577,0.0807931,0.425127,"11739"
"Will Smith","LAD",130,532,460,119,68,24,2,25,71,80,56,3,97,11,6,0,7,2,1,0.25948,0.104558,0.181993,0.574519,0.349175,0.483752,0.35895,0.832928,0.224273,3.42427,0.274567,-1.2802,-0.417222,81.6058,20.79,134.432,-1.69742,2.4897,19.244627356529236,7.923711776733398,4.6813,58.08000183105469,2.51654,0.0575596,0.745349,"19197"
"Jose Altuve","HOU",144,630,556,153,96,31,1,25,99,71,61,1,93,7,3,2,10,12,3,0.274888,0.0976519,0.147967,0.659956,0.352192,0.470432,0.357454,0.822623,0.195543,4.80543,0.289608,-0.2185,0.5265,95.8759,23.8676,135.882,0.308,-2.95168,25.735221296548843,-1.501530647277832,4.65039,38.130001068115234,1.77052,0.580439,0.638439,"5417"
"Xander Bogaerts","SDP",148,629,556,153,102,31,1,19,81,78,61,2,119,7,6,0,10,7,2,0.274931,0.0966637,0.188533,0.512715,0.350493,0.436135,0.343656,0.786628,0.161204,3.6505,0.315942,0.252958,0.0427357,88.9056,16.952,123.808,0.295694,-0.730891,17.427626997232437,5.639280736446381,4.58558,90.08000183105469,2.72743,0.486261,0.571285,"12161"
"Adley Rutschman","BAL",133,552,472,121,72,30,2,17,73,61,69,1,98,6,4,1,5,4,1,0.256513,0.125326,0.176898,0.708466,0.356236,0.437207,0.348112,0.793442,0.180693,3.62845,0.287302,0.754726,-0.363672,79.9671,16.8296,128.95,0.391054,2.72462,18.378936409950256,7.488434076309204,4.56248,69.12999725341797,1.88207,-2.63624,0.38038,"26288"
"Bo Bichette","TOR",150,652,603,172,108,36,2,25,93,88,41,0,136,4,3,1,11,16,5,0.284679,0.0623459,0.207861,0.299941,0.332261,0.476818,0.349462,0.809079,0.19214,4.84445,0.328375,-0.0475559,0.587869,95.1837,20.5844,130.306,0.540313,-7.05019,22.788892447948456,-0.1157522201538086,4.56231,13.630000114440918,1.27676,0.920549,0.424627,"19612"
"Marcus Semien","TEX",154,673,606,152,92,31,3,27,94,79,57,0,121,3,5,2,6,18,5,0.251604,0.0851924,0.179559,0.474455,0.317261,0.446422,0.331437,0.763683,0.194818,5.51112,0.271209,0.869234,0.895382,88.5412,11.5959,116.884,1.76462,3.58132,14.549443125724792,6.505062580108643,4.46097,33.75,2.2758,-0.497479,0.822823,"12533"
"Wander Franco","TBR",140,602,546,156,104,34,6,13,82,69,47,1,63,3,5,1,7,11,3,0.28631,0.078561,0.104884,0.749028,0.344273,0.438817,0.340367,0.78309,0.152507,5.56095,0.302497,0.367854,0.328509,83.4907,14.6463,121.523,0.696363,1.41761,15.514820158481598,7.169397234916687,4.4519,88.58000183105469,3.00828,-0.894628,1.01139,"23667"
"Paul Goldschmidt","STL",152,650,567,159,98,30,1,30,95,97,73,1,139,4,4,1,8,7,2,0.280895,0.113058,0.213684,0.529089,0.365355,0.498367,0.373284,0.863722,0.217472,3.84697,0.321052,-0.310481,0.0197638,107.153,32.8157,144.39,-0.290717,0.24591,32.71082416176796,-11.655265673995018,4.44607,26.020000457763672,3.55936,1.62821,0.860311,"9218"
"Francisco Lindor","NYM",151,655,582,147,95,26,3,23,87,86,58,2,119,8,5,2,9,14,5,0.253324,0.0888695,0.182097,0.488035,0.326503,0.428788,0.328907,0.755291,0.175464,5.12388,0.279078,-0.553491,0.378371,84.8634,9.97009,113.561,-0.17512,3.64874,9.982228428125381,10.649801969528198,4.41832,32.349998474121094,2.1702,0.684571,0.627337,"12916"
"Rafael Devers","BOS",149,642,576,161,93,36,2,31,89,96,54,6,127,6,4,1,11,4,2,0.279649,0.0847809,0.197274,0.429762,0.34643,0.508624,0.365098,0.855054,0.228975,3.40595,0.308505,0.892062,-0.703129,101.57,28.2115,135.054,0.188934,-3.13115,25.495917603373528,-4.277669072151184,4.37327,21.190000534057617,2.77049,-0.000234025,1.05371,"17350"
"Fernando Tatis Jr.","SDP",116,497,437,121,64,24,2,31,82,81,51,3,128,4,4,1,5,19,6,0.276717,0.103294,0.257171,0.401654,0.355693,0.552434,0.386212,0.908127,0.275717,5.78804,0.319167,0.993275,1.05043,87.0563,30.2036,153.371,2.04371,-1.1265,32.389498233795166,-7.105016112327576,4.36433,17.75,4.13777,-0.133441,0.414451,"19709"
"Bryan Reynolds","PIT",150,640,562,152,95,28,4,24,85,78,64,4,137,10,4,1,9,7,2,0.269858,0.0996176,0.214887,0.463581,0.352254,0.462757,0.35303,0.815011,0.1929,4.67646,0.316323,-0.224801,-0.358141,95.1398,21.9961,128.194,-0.582943,-4.011,20.37067073583603,-1.891725778579712,4.19993,92.5,2.78288,0.466769,0.510715,"19326"
"Brandon Nimmo","NYM",140,612,523,141,94,27,5,14,87,58,72,0,113,12,2,3,7,5,2,0.269239,0.118198,0.184262,0.641464,0.369201,0.422569,0.350534,0.79177,0.15333,4.64376,0.317497,0.372151,-0.708756,89.8384,19.8369,128.585,-0.336606,-2.2656,19.675368696451187,-0.10077404975891113,4.1602,177.2100067138672,1.87898,0.428402,0.891512,"12927"
"Willy Adames","MIL",145,622,560,138,80,29,1,28,84,84,55,2,169,2,3,1,8,7,3,0.246645,0.0889813,0.271997,0.327141,0.315357,0.451994,0.332049,0.767352,0.205349,4.19201,0.301185,0.897074,-0.38254,82.1664,11.024,113.884,0.514535,0.72727,10.550330877304077,7.445431649684906,4.08736,95.4800033569336,1.73453,-0.103246,0.842826,"15986"
"Michael Harris II","ATL",144,599,552,152,95,33,4,19,87,75,35,2,137,7,3,2,8,23,5,0.274924,0.0592723,0.229169,0.25864,0.324757,0.455772,0.33731,0.780529,0.180848,6.48859,0.332408,-0.220082,2.01302,81.5806,13.1122,115.514,1.79294,2.41868,12.585663795471191,4.642154693603516,3.92412,29.559999465942383,2.28157,-0.111172,0.902684,"25931"
"Andrés Giménez","CLE",146,587,525,139,92,27,3,16,72,67,37,3,124,18,4,3,7,21,5,0.264863,0.0621846,0.210788,0.29501,0.331497,0.421409,0.328656,0.752906,0.156546,5.79057,0.315297,-0.448683,1.6001,75.9563,8.82052,114.811,1.15141,5.03531,10.937125325202942,7.6380674839019775,3.91377,82.79000091552734,2.38318,-0.70832,0.959025,"19950"
"Byron Buxton","MIN",120,507,458,112,53,25,3,31,79,70,38,0,142,8,3,1,3,10,2,0.245157,0.0745644,0.279943,0.266356,0.312279,0.516746,0.354603,0.829025,0.271589,5.85622,0.282406,0.376846,0.701581,76.1089,18.0838,134.691,1.07843,3.83152,20.88808286190033,0.11990213394165039,3.90275,104.1500015258789,3.82572,-0.819739,0.806378,"14161"
"Willson Contreras","STL",126,519,446,112,66,22,2,23,71,64,52,1,122,15,3,1,11,4,2,0.25045,0.101019,0.234312,0.431129,0.346994,0.459074,0.351976,0.806069,0.208624,3.80669,0.291222,-0.707162,-0.588172,76.7051,17.4001,129.587,-1.29533,-0.751505,16.253077507019043,3.7886995673179626,3.88761,97.41999816894531,2.96238,0.575002,0.428715,"11609"
"Gunnar Henderson","BAL",141,581,510,129,78,28,4,20,73,70,62,1,150,6,4,0,6,11,3,0.253309,0.105882,0.258524,0.409562,0.337853,0.438408,0.33883,0.776262,0.1851,5.26795,0.318685,-0.491413,0.389886,79.8978,13.4307,122.397,-0.101527,-1.30911,14.548542268574238,3.808076858520508,3.87126,92.30999755859375,3.2583,0.172881,0.245207,"26289"
"George Springer","TOR",132,578,509,132,78,24,3,27,87,76,56,1,110,8,4,2,7,10,3,0.259371,0.0976254,0.190224,0.513213,0.339879,0.478908,0.354468,0.818787,0.219538,5.11278,0.278559,0.208596,0.307997,86.6137,20.5325,133.84,0.516593,0.898013,22.523213624954224,-4.244131505489349,3.85183,81.55999755859375,3.13427,0.46467,0.455332,"12856"
"Dansby Swanson","CHC",151,646,586,148,94,30,2,23,85,79,50,1,162,5,5,2,7,13,4,0.253083,0.076685,0.250186,0.306512,0.314124,0.427221,0.322569,0.741346,0.174138,4.86716,0.309155,0.95035,0.296229,80.5055,6.58534,109.158,1.24658,0.348954,8.01673936843872,7.34226781129837,3.83541,79.69000244140625,2.20551,-0.138796,0.51609,"18314"
"Pete Alonso","NYM",154,656,572,151,85,27,1,38,89,110,66,8,129,12,5,0,11,4,1,0.264391,0.101164,0.197129,0.513188,0.350272,0.515846,0.368749,0.866119,0.251456,3.088,0.275646,-1.73545,-0.37205,105.773,30.7532,141.24,-2.1075,-2.00311,28.8333158493042,-14.002944946289062,3.81298,20.100000381469727,1.53948,0.128712,1.47066,"19251"
"Max Muncy","LAD",135,570,476,110,59,22,1,28,80,81,83,2,136,7,4,0,4,2,1,0.230051,0.144758,0.237916,0.608444,0.349443,0.457138,0.351933,0.806581,0.227087,2.95874,0.257497,0.0730947,-0.523896,84.3071,19.1094,129.557,-0.450801,-2.02597,18.821612119674683,-1.294119119644165,3.80081,137.80999755859375,2.76757,0.64631,1.21655,"13301"
"Shohei Ohtani","LAA",142,607,526,138,73,26,4,34,91,90,73,9,157,5,3,1,5,15,7,0.261668,0.11956,0.258378,0.462731,0.354213,0.522855,0.37218,0.877068,0.261187,5.69438,0.305853,0.0663769,-0.130324,99.5926,30.1306,143.863,-0.0639476,-0.51768,29.920148976147175,-13.34353905916214,3.77195,9.289999961853027,4.71961,0.549833,0.63732,"19755"
"Matt Chapman","TOR",147,607,528,119,64,25,2,29,79,80,66,0,176,8,5,1,6,2,1,0.226041,0.108868,0.289989,0.375422,0.318178,0.444402,0.331881,0.76258,0.218361,3.50919,0.27612,0.703905,-0.60028,80.0987,10.6761,117.894,0.103625,1.99466,12.328393332660198,4.25812304019928,3.77184,156.9199981689453,3.26799,0.0709969,1.3443,"16505"
"Luis Robert Jr.","CHW",127,536,496,140,90,28,2,20,73,73,30,1,113,6,3,0,7,14,4,0.281969,0.0551695,0.211469,0.260886,0.328262,0.468831,0.344177,0.797093,0.186862,5.22164,0.326568,0.215097,0.815019,75.9364,14.6585,124.169,1.03012,0.531659,15.841844320297241,2.121072292327881,3.72866,49.060001373291016,4.55167,-1.27589,0.546522,"20043"
"Sean Murphy","ATL",134,538,472,118,68,27,1,21,66,68,51,1,121,11,4,1,9,1,0,0.249782,0.0943015,0.224961,0.41919,0.333938,0.447709,0.340711,0.781647,0.197927,2.51389,0.289606,-0.162298,-0.504706,74.7482,13.2338,117.839,-0.667004,1.75602,10.48286885023117,6.09424352645874,3.64096,121.05999755859375,2.49564,-0.565145,0.554649,"19352"
"Alejandro Kirk","TOR",123,487,426,119,80,22,0,16,57,62,53,2,57,5,4,0,8,0,0,0.278574,0.108253,0.117748,0.919363,0.36165,0.442231,0.351669,0.803881,0.163657,1.41723,0.288821,-1.28107,-0.577364,71.9163,16.2217,131.863,-1.85843,2.13818,15.605742335319519,3.42440128326416,3.62692,105.19000244140625,3.86446,-1.28993,0.878771,"22581"
"Bobby Witt Jr.","KCR",148,635,586,154,94,33,5,23,87,81,36,2,135,6,5,2,7,29,7,0.262549,0.0570289,0.213305,0.267358,0.309574,0.451704,0.327823,0.761278,0.189155,6.82253,0.302846,-0.30106,2.34552,81.7564,9.12221,112.808,2.04446,-4.79321,11.3482825756073,1.6655139923095703,3.5505,9.170000076293945,2.95255,-1.4685,1.20492,"25764"
"Matt Olson","ATL",154,657,569,142,75,31,1,35,89,101,76,5,147,7,5,0,9,2,1,0.248804,0.115896,0.223855,0.517727,0.341539,0.488778,0.356359,0.830317,0.239973,2.34622,0.272187,-0.31858,-0.656273,99.5214,24.3457,128.539,-0.974853,2.73259,20.82409292459488,-9.134260177612305,3.54987,45.72999954223633,1.84269,-0.289601,1.53059,"14344"
"Ozzie Albies","ATL",141,597,549,143,84,32,4,24,82,80,39,1,110,4,5,1,2,14,5,0.260032,0.0645764,0.183686,0.351558,0.310819,0.460477,0.33166,0.771296,0.200444,5.67231,0.282866,1.08962,0.367162,78.6919,10.3977,111.65,1.45678,2.19406,9.54085087776184,4.163767695426941,3.54882,55.040000915527344,3.01476,0.141571,0.324999,"16556"
"Jorge Polanco","MIN",139,593,523,133,82,27,2,22,76,74,60,1,116,4,5,1,6,6,3,0.254546,0.101119,0.195069,0.518374,0.333064,0.439455,0.336558,0.77252,0.184909,3.79672,0.284607,0.545616,-0.727729,80.439,12.6311,121.951,-0.182113,-2.93056,14.46585102379322,-0.6831405162811279,3.43023,153.8300018310547,2.49787,0.461186,0.394216,"13152"
"Tommy Edman","STL",147,624,571,149,102,31,4,12,85,58,41,1,103,6,3,2,7,25,6,0.260758,0.0662959,0.16438,0.403309,0.3159,0.390224,0.309688,0.706124,0.129466,6.52177,0.297914,1.50116,2.10196,71.3042,-0.0284865,100.21,3.60312,1.92877,3.752983719110489,8.23061990737915,3.4032,75.75,1.94624,0.172218,1.48108,"19470"
"Luis Arraez","MIA",136,573,515,156,118,28,3,6,75,54,48,2,47,3,4,2,7,4,2,0.302358,0.0845663,0.0815882,1.0365,0.363039,0.40465,0.337684,0.767689,0.102292,3.91506,0.320677,0.657023,-0.826566,78.203,12.712,120.53,-0.169543,1.05474,13.491572216153145,-0.5018525123596191,3.38716,210.75,2.76756,-0.319489,1.7303,"18568"
"Corbin Carroll","ARI",135,560,494,124,74,25,7,17,77,60,53,2,145,8,3,2,6,19,5,0.251321,0.094213,0.259436,0.363145,0.331866,0.437648,0.334693,0.769514,0.186327,7.38079,0.319728,-0.392263,1.48873,75.0802,11.0907,114.378,1.09647,4.78678,10.444630026817322,2.594426393508911,3.34595,69.1500015258789,4.64058,0.682123,0.941845,"25878"
"Jazz Chisholm Jr.","MIA",132,554,498,121,70,22,5,24,79,71,46,0,151,5,4,1,3,25,8,0.243697,0.0828983,0.273184,0.303452,0.312157,0.453084,0.331039,0.765241,0.209386,6.93618,0.297728,-0.0597622,1.23194,72.7076,9.36986,115.986,1.17217,0.197701,11.459980726242065,0.8458470553159714,3.24883,43.380001068115234,2.15859,-0.994745,1.24629,"20454"
"Oneil Cruz","PIT",134,573,518,127,73,24,5,25,79,74,47,1,170,4,3,2,4,17,5,0.244445,0.0819119,0.29743,0.275399,0.31023,0.454705,0.330714,0.764935,0.21026,6.34445,0.312596,-0.136813,0.764725,75.0831,9.54721,112.935,0.627911,-2.83731,9.241055309772491,2.3110949993133545,3.2376,73.45999908447266,2.49314,0.282145,0.79535,"21711"
"Taylor Ward","LAA",140,590,517,137,84,28,2,23,83,70,61,1,132,7,3,2,6,6,2,0.264796,0.102743,0.22397,0.458735,0.34759,0.461866,0.352275,0.809456,0.19707,4.27821,0.311294,0.237788,-0.380749,87.4507,19.9459,129.81,-0.142962,-1.44677,19.66054329276085,-7.824715495109558,3.21695,119.2300033569336,2.08833,0.276679,0.475956,"17548"
"Cedric Mullins","BAL",145,625,564,144,93,29,4,18,85,61,47,2,118,7,4,4,4,29,7,0.255812,0.0743723,0.188765,0.393994,0.318405,0.418593,0.321188,0.736997,0.162781,6.5433,0.291946,-0.261854,2.32187,77.178,5.68356,109.942,2.06001,-0.670738,9.055160522460938,1.573134958744049,3.20684,46.849998474121094,2.883,-1.25218,1.5799,"17929"
"Daulton Varsho","TOR",138,556,500,118,66,25,3,25,75,73,46,1,132,6,3,2,6,14,4,0.236862,0.0818606,0.23694,0.345492,0.306515,0.448317,0.326905,0.754832,0.211456,5.46938,0.26921,0.338887,0.777666,71.1923,7.5831,114.381,1.11655,6.52894,10.11863660812378,2.645035743713379,3.20044,38.060001373291016,3.41261,-0.501552,0.836643,"19918"
"Steven Kwan","CLE",141,607,537,152,113,27,5,7,82,54,57,2,61,6,4,3,8,16,4,0.283934,0.0933661,0.100378,0.930148,0.356762,0.395475,0.332164,0.752237,0.11154,5.88393,0.306869,0.0449122,0.773371,80.2637,10.8168,117.288,0.818283,3.94197,12.633482217788696,-1.5668654441833496,3.19298,121.3499984741211,3.03386,0.20927,1.42102,"24610"
"Salvador Perez","KCR",132,545,509,131,77,23,1,29,65,86,23,2,130,9,4,0,7,1,0,0.256537,0.0430757,0.237644,0.181261,0.298861,0.480072,0.333751,0.778933,0.223535,2.30595,0.286273,-1.41715,-0.37854,72.7184,10.3943,116.926,-1.79569,0.451985,8.754411220550537,3.6176342368125916,3.1731,70.33000183105469,2.06522,0.194729,1.08155,"7304"
"Kyle Schwarber","PHI",144,616,527,121,60,21,2,39,92,92,79,3,177,6,3,1,6,6,2,0.230534,0.128706,0.28725,0.448062,0.335923,0.499922,0.359284,0.835845,0.269388,4.2957,0.262404,-0.829404,-0.161419,94.713,24.2511,131.535,-0.990823,-5.2585,21.58649915456772,-12.620368957519531,3.11826,58.58000183105469,2.40858,1.07052,1.71416,"16478"
"Vinnie Pasquantino","KCR",139,581,509,142,88,30,2,22,68,77,61,3,75,6,5,0,8,3,1,0.27873,0.104154,0.129246,0.805856,0.359035,0.475928,0.361097,0.834963,0.197198,2.72251,0.287008,-0.679421,-0.453127,90.1197,23.6974,135.924,-1.13255,0.160796,22.73090159893036,-12.224111542105675,3.10049,96.2300033569336,2.96344,0.403095,0.810251,"27676"
"Brandon Lowe","TBR",126,529,465,112,61,24,2,25,69,73,53,1,131,7,3,1,3,4,1,0.240645,0.100125,0.248332,0.403191,0.32572,0.459924,0.340828,0.785644,0.219279,4.05541,0.279314,0.843278,-0.120947,73.5228,13.0574,121.843,0.72233,-1.13368,13.930934250354767,-1.8129339218139648,3.09053,171.64999389648438,2.52724,-0.651655,0.690493,"18882"
"Teoscar Hernández","SEA",139,589,540,139,80,27,1,30,77,86,40,1,164,5,3,0,10,9,3,0.257338,0.0685096,0.279059,0.245503,0.313586,0.479433,0.341601,0.793019,0.222095,4.0579,0.312762,0.049582,-0.0148666,82.2019,14.896,128.908,0.0347154,-0.942488,19.182447135448456,-8.716681957244873,3.06728,74.95999908447266,2.80258,1.19655,0.659255,"13066"
"Tim Anderson","CHW",131,576,544,158,116,28,1,14,82,55,24,1,109,5,2,2,10,18,5,0.290796,0.0415563,0.189327,0.219495,0.324916,0.420198,0.324706,0.745114,0.129402,5.4127,0.341578,0.815204,1.14663,72.7233,6.84691,110.643,1.96183,-4.74474,8.973451852798462,1.3354463577270508,3.06329,92.5199966430664,2.50084,-0.857283,1.35305,"15172"
"Luis Urías","MIL",140,570,496,120,76,23,2,19,67,64,58,1,120,11,4,1,9,3,2,0.241184,0.101859,0.21015,0.484696,0.331227,0.408933,0.326264,0.74016,0.167749,3.34972,0.279083,0.0661837,-0.627599,72.6182,7.47574,109.927,-0.561415,1.30838,6.009459674358368,3.780202627182007,3.04039,239.8300018310547,1.61071,-0.186229,0.396913,"16622"
"Amed Rosario","CLE",145,618,582,161,118,27,6,11,78,65,27,0,111,4,4,1,12,15,4,0.276989,0.0437359,0.179212,0.244045,0.311235,0.398104,0.309339,0.709338,0.121115,5.98395,0.323784,0.398338,0.754997,70.4642,-0.199641,101.174,1.15333,0.246797,1.9696109294891357,6.94054040312767,3.00215,116.6500015258789,1.50795,-0.14029,1.0292,"15518"
"Nico Hoerner","CHC",137,560,511,142,104,25,4,9,68,55,36,3,70,7,4,2,9,19,5,0.277987,0.0643131,0.125846,0.511048,0.332217,0.392624,0.317149,0.72484,0.114636,5.81945,0.306508,-0.299689,1.11643,67.3217,3.29342,105.393,0.816745,3.71388,4.270258605480194,5.978854179382324,3.00144,136.0399932861328,2.98543,-0.572434,1.33356,"21479"
"Yandy Díaz","TBR",135,571,488,137,97,26,1,13,71,60,74,2,74,5,3,1,11,3,2,0.280085,0.129052,0.130432,0.989424,0.378051,0.418709,0.352538,0.796759,0.138624,2.93962,0.306038,-0.943853,-0.700378,84.6741,19.4049,129.978,-1.64423,-1.11095,17.92382538318634,-8.26231598854065,2.97706,257.1499938964844,3.64781,0.12108,0.899112,"16578"
"Anthony Rendon","LAA",118,498,430,110,67,25,1,16,58,63,59,1,83,6,4,0,12,3,1,0.255303,0.117553,0.166183,0.707368,0.349802,0.431217,0.342292,0.781019,0.175914,2.94997,0.27968,0.238173,-0.359502,69.854,12.8823,122.762,-0.121329,-1.08387,12.64076378941536,-0.1620163917541504,2.9764,242.35000610351562,3.28703,-0.745796,0.332911,"12861"
