Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Yorkislandy Alvarez",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.191817,0.066,0.1937,0.340733,0.252994,0.244831,0.227424,0.497824,0.0530136,3.78039,0.23444,0,-0.000429178,0.0489472,-0.0653993,43.0613,-0.000429178,0,-0.06554254356888123,0.004000000189989805,-0.00302336,999,,,,"sa3009570"
"Jack López",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19343,0.046,0.3176,0.144836,0.23822,0.284006,0.231358,0.522226,0.0905762,5.08926,0.27462,-0.001,0.000412693,0.0520724,-0.062274,45.7941,-0.000587307,-0.003,-0.06257544853724539,0.0010000001639127731,-0.00302681,999,,,,"13663"
"Ezequiel Pagan","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210851,0.0499,0.1964,0.254073,0.257623,0.300875,0.247657,0.558498,0.0900249,3.83968,0.248194,0,-0.000523157,0.0650212,-0.0493253,57.003,-0.000523157,0,-0.05047884909436107,-0.012000000104308128,-0.00302743,999,,,,"sa3007975"
"Kevin Villavicencio","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.185593,0.0322,0.2457,0.131054,0.218778,0.249364,0.208693,0.468143,0.0637712,4.18397,0.238519,0,-0.000177351,0.034066,-0.0802804,35.9248,-0.000177351,0,-0.07462244245107286,0.012000000104308128,-0.00304251,999,,,,"sa3015673"
"Lazaro Armenteros","OAK",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.179501,0.0698,0.405,0.172346,0.244037,0.28707,0.238574,0.531107,0.107568,4.25974,0.288386,0,-0.0000278157,0.0578053,-0.0565412,56.5896,-0.0000278157,0,-0.048877376053496846,-0.012000000104308128,-0.00304775,999,,,,"sa969091"
"Imanol Vargas","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.186623,0.0851,0.355,0.239718,0.263057,0.30872,0.256894,0.571777,0.122096,3.14968,0.270777,0,-0.000668516,0.0723592,-0.0419872,64.6466,-0.000668516,0,-0.04174351046094671,-0.020999999716877937,-0.00305522,999,,,,"sa3004972"
"Phillip Sikes","BOS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.194288,0.0719,0.3002,0.239507,0.260038,0.312189,0.254083,0.572227,0.117901,4.29037,0.261917,0,-0.000206228,0.0701256,-0.0442209,56.6797,-0.000206228,0,-0.048954490703181364,-0.012000000104308128,-0.00305585,999,,,,"sa3017113"
"Osmy Gregorio","LAA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.192406,0.0432,0.2635,0.163947,0.232565,0.255615,0.218478,0.48818,0.0632086,4.38211,0.257181,0,-0.000207566,0.0418402,-0.0725062,35.3527,-0.000207566,0,-0.07295501268527005,0.012000000104308128,-0.0030559,999,,,,"sa917348"
"Arturo De Freitas","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.171728,0.041,0.3002,0.136576,0.212942,0.253208,0.208235,0.466149,0.0814799,3.45728,0.231787,0,-0.000447619,0.0337025,-0.080644,28.2516,-0.000447619,0,-0.08380779172875918,0.020999999716877937,-0.00306197,999,,,,"sa3005939"
"Carlos Rodriguez","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.207584,0.0595,0.2543,0.233976,0.260642,0.295957,0.248307,0.556599,0.0883731,4.08203,0.267906,0,-0.000461546,0.0655372,-0.0488092,56.6226,-0.000461546,0,-0.050859124574344605,-0.012000000104308128,-0.00306736,999,,,,"sa3005478"
"Keegan Fish","CHW",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.15817,0.0562,0.3369,0.166815,0.214753,0.237909,0.205444,0.452661,0.0797386,3.62945,0.225773,0,-0.000388542,0.0314851,-0.0828613,27.4175,-0.000388542,0,-0.08206548672751524,0.020999999716877937,-0.0030675,999,,,,"sa3007068"
"Keiner Delgado","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.15572,0.0947,0.2762,0.342867,0.24605,0.207399,0.214371,0.453449,0.051679,4.37188,0.214286,0,-0.0000287912,0.0385769,-0.0757695,35.0712,-0.0000287912,0,-0.07309305886701623,0.012000000104308128,-0.0030704,999,,,,"sa3018397"
"Carlos Rojas","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.161287,0.0665,0.2359,0.281899,0.226326,0.214058,0.203639,0.440383,0.0527707,3.23361,0.205575,0,-0.000519074,0.0300515,-0.0842949,28.2322,-0.000519074,0,-0.08390178461559117,0.020999999716877937,-0.00307184,999,,,,"sa3015607"
"Sonny DiChiara","LAA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.191759,0.0825,0.3663,0.225225,0.267988,0.310767,0.25997,0.578755,0.119008,3.84653,0.290709,0,-0.000532977,0.074803,-0.0395435,64.6451,-0.000532977,0,-0.04031771793961525,-0.020999999716877937,-0.00309399,999,,,,"sa3019866"
"Mike Jarvis","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.187096,0.0458,0.2471,0.18535,0.232968,0.276066,0.227046,0.509034,0.0889703,4.84495,0.235303,0,0.000208608,0.0486467,-0.0656998,42.0492,0.000208608,0,-0.06712094010435976,0.004000000189989805,-0.00309485,999,,,,"sa3017401"
"Derek Dietrich",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.193834,0.075,0.3167,0.236817,0.276744,0.322943,0.269592,0.599686,0.129109,3.5572,0.267359,-0.001,-0.000671149,0.0824471,-0.0318994,72.3554,-0.00167115,0,-0.03328463260550052,-0.028999999165534973,-0.00310127,999,,,,"10542"
"Wade Stauss","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.151322,0.0579,0.3836,0.150938,0.214149,0.222539,0.200462,0.436688,0.0712169,3.60134,0.238451,0,-0.000461805,0.027527,-0.0868194,27.8365,-0.000461805,0,-0.08430424638208933,0.020999999716877937,-0.00311409,999,,,,"sa3017000"
"Sebastian Espino","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.192349,0.0466,0.364,0.128022,0.236087,0.320761,0.244692,0.556848,0.128412,4.09061,0.281375,0,-0.00039844,0.0626653,-0.0516812,56.3401,-0.00039844,0,-0.04952880149357952,-0.012000000104308128,-0.00311615,999,,,,"sa3003347"
"Humberto Arteaga",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.201797,0.042,0.2497,0.168202,0.241244,0.275479,0.230085,0.516723,0.073682,4.03476,0.26211,0,-0.000447243,0.051061,-0.0632855,44.9097,-0.000447243,-0.011,-0.0634468117787037,0.0010000001639127731,-0.0031183,999,,,,"13595"
"Colton Shaver",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.16971,0.096,0.4039,0.237683,0.26034,0.311915,0.257836,0.572255,0.142205,3.83695,0.263568,0,-0.00052344,0.073107,-0.0412394,64.188,-0.00052344,0,-0.04147695715073496,-0.020999999716877937,-0.00312147,999,,,,"sa915847"
"Francisco Hernandez","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.180315,0.0638,0.3077,0.207345,0.239006,0.249069,0.221539,0.488075,0.0687541,4.34342,0.257081,0,-0.000293342,0.0442718,-0.0700747,42.2488,-0.000293342,0,-0.06739099850528874,0.004000000189989805,-0.0031232,999,,,,"sa3004942"
"Cristian Gonzalez","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.182352,0.04,0.2949,0.135639,0.221294,0.259923,0.214611,0.481217,0.0775715,3.36363,0.247486,0,-0.000521992,0.0387675,-0.075579,35.0374,-0.000521992,0,-0.07362427952466533,0.012000000104308128,-0.00312617,999,,,,"sa3008771"
"Jacson McGowan",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.191079,0.076,0.3911,0.194324,0.258831,0.320351,0.257545,0.579181,0.129272,3.89879,0.297396,0,-0.000413356,0.0728766,-0.0414699,63.9864,-0.000413356,0,-0.041597334551624954,-0.020999999716877937,-0.00313411,999,,,,"sa3006677"
"Shervyen Newton","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.175971,0.0563,0.3411,0.165054,0.230452,0.257917,0.220018,0.488369,0.0819458,3.45064,0.259699,0,-0.000567936,0.0430631,-0.0712833,34.9854,-0.000567936,0,-0.0737287332303822,0.012000000104308128,-0.00313714,999,,,,"sa917119"
"J.J. D'Orazio","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.171438,0.055,0.2732,0.201318,0.223508,0.234765,0.207909,0.458273,0.0633268,3.38078,0.229913,0,-0.000514108,0.0334435,-0.080903,27.6865,-0.000514108,0,-0.08453085564542562,0.020999999716877937,-0.00313789,999,,,,"sa3008876"
"Kyle Overstreet",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206406,0.078,0.2509,0.310881,0.274328,0.297931,0.257602,0.57226,0.0915258,3.74377,0.267829,0,-0.000580577,0.0729212,-0.0414252,64.0255,-0.000580577,0,-0.04171988880261779,-0.020999999716877937,-0.00314697,999,,,,"sa827140"
"Jacob Nottingham",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.187389,0.0699,0.3332,0.209784,0.257019,0.326179,0.259593,0.583198,0.13879,4.29005,0.256015,0,-0.000216012,0.0745031,-0.0398434,71.012,-0.000216012,0,-0.032836084807058796,-0.028999999165534973,-0.00314841,999,,,,"16448"
"Hayden Jones","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.172207,0.0407,0.3142,0.129535,0.213143,0.271833,0.215346,0.484976,0.0996259,3.5062,0.228854,0,-0.000433096,0.0393517,-0.0749947,27.5273,-0.000433096,0,-0.08463476673932746,0.020999999716877937,-0.0031488,999,,,,"sa3017108"
"Heliot Ramos","SFG",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.2249,0.0685057,0.261018,0.262456,0.284439,0.352121,0.280474,0.63656,0.127221,4.38374,0.287953,0.002,-0.00312356,0.604479,-0.154317,80.7845,-0.00112356,-0.023,-0.14927309146150947,-0.10400000028312206,-0.00315048,750.2100219726562,,,,"22515"
"Brock Lundquist","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.193968,0.0823,0.3515,0.234139,0.268995,0.325597,0.265574,0.594592,0.131629,4.10597,0.281663,0,-0.000433601,0.0792547,-0.0350918,71.0823,-0.000433601,0,-0.03297456636209972,-0.028999999165534973,-0.00316295,999,,,,"sa3002834"
"Erick Brito","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.188642,0.057,0.2153,0.264747,0.241924,0.239882,0.218132,0.481807,0.0512402,4.33584,0.23796,0,-0.000308638,0.0415652,-0.0727812,35.0191,-0.000308638,0,-0.07580604145186953,0.012000000104308128,-0.00316678,999,,,,"sa3011753"
"Misael Urbina","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.177305,0.0607,0.2617,0.231945,0.233672,0.262848,0.222719,0.49652,0.0855428,4.05672,0.228346,0,-0.000280662,0.0452092,-0.0691372,41.5833,-0.000280662,0,-0.06601679939194582,0.004000000189989805,-0.00316739,999,,,,"sa3008743"
"Javier Sanoja","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.2,0.0347,0.1635,0.212232,0.234477,0.265534,0.222581,0.500011,0.0655337,4.25403,0.231007,0,-0.000341507,0.0450994,-0.069247,41.8252,-0.000341507,0,-0.06793132648454048,0.004000000189989805,-0.00317994,999,,,,"sa3015564"
"José Sánchez","WSN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.189414,0.0618,0.2227,0.277503,0.246553,0.258202,0.228465,0.504755,0.0687883,3.15895,0.238012,0,-0.000628084,0.0497743,-0.0645721,42.0381,-0.000628084,0,-0.0679704993381165,0.004000000189989805,-0.00318405,999,,,,"sa3004382"
"James Nelson",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.173317,0.0695,0.3291,0.211182,0.239811,0.249475,0.223148,0.489286,0.0761578,4.43291,0.251711,0,-0.00011235,0.0455501,-0.0687963,41.2679,-0.00011235,0,-0.06620341793313855,0.004000000189989805,-0.00318698,999,,,,"sa875753"
"Anthony Quirion","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.159076,0.049,0.3491,0.140361,0.212036,0.245825,0.20661,0.457861,0.0867491,3.75984,0.228622,0,-0.000366868,0.0324115,-0.081935,27.1405,-0.000366868,0,-0.08501800306839868,0.020999999716877937,-0.00318904,999,,,,"sa3017477"
"Estiven Machado","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.185425,0.0496,0.2707,0.183229,0.232062,0.240944,0.213716,0.473006,0.0555196,3.5968,0.252126,0,-0.000509668,0.038057,-0.0762894,34.4719,-0.000509668,0,-0.07424827973591164,0.012000000104308128,-0.00319169,999,,,,"sa3014715"
"Tanner Murphy","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.168652,0.0583,0.3463,0.168351,0.22703,0.255656,0.217166,0.482687,0.087004,4.09992,0.246517,0,-0.000331252,0.040798,-0.0735485,41.719,-0.000331252,0,-0.0680444230674766,0.004000000189989805,-0.00319181,999,,,,"sa1170052"
"Jeremy Rivas","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.188877,0.0422,0.2328,0.181271,0.229244,0.23893,0.210869,0.468175,0.0500535,3.61107,0.242971,0,-0.000492133,0.0357948,-0.0785517,34.9526,-0.000492133,0,-0.07606682134792209,0.012000000104308128,-0.00319416,999,,,,"sa3015193"
"Yanquiel Fernandez","COL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.22623,0.0411,0.23,0.178696,0.262755,0.350763,0.268032,0.613518,0.124533,3.57655,0.271594,0,-0.00058214,0.0812079,-0.0331386,55.6701,-0.00058214,0,-0.052086434909142554,-0.012000000104308128,-0.00319622,999,,,,"sa3015648"
"Jackson Glenn","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.190621,0.055,0.2658,0.206923,0.242125,0.260747,0.226443,0.502872,0.0701259,4.04906,0.256031,0,-0.00035236,0.0481678,-0.0661787,41.637,-0.00035236,0,-0.06816077942494303,0.004000000189989805,-0.00320403,999,,,,"sa3017478"
"Tyler Locklear","SEA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.175643,0.0355,0.2961,0.119892,0.214552,0.276208,0.21757,0.490759,0.100565,3.62773,0.226445,0,-0.000399022,0.0411183,-0.0732282,41.3445,-0.000399022,0,-0.0664039465773385,0.004000000189989805,-0.00320804,999,,,,"sa3019970"
"Nick Biddison","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.179402,0.046,0.2922,0.157426,0.225118,0.275506,0.223124,0.500624,0.0961042,3.95267,0.234295,0,-0.000301431,0.0455309,-0.0688156,41.5553,-0.000301431,0,-0.06820479370071553,0.004000000189989805,-0.00320865,999,,,,"sa3019888"
"Quin Cotton",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.195501,0.057,0.3386,0.16834,0.247459,0.304934,0.244882,0.552393,0.109433,4.61889,0.281223,0,-0.000126179,0.0628164,-0.05153,55.1893,-0.000126179,0,-0.05137028485478368,-0.012000000104308128,-0.00321526,999,,,,"sa3009872"
"Samir Dueñez",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.197987,0.062,0.2916,0.21262,0.254604,0.32389,0.256229,0.578494,0.125902,4.09531,0.258666,0,-0.00037317,0.071831,-0.0425154,63.0722,-0.00037317,0,-0.04260269572841935,-0.020999999716877937,-0.00323967,999,,,,"sa739574"
"Yordys Valdes","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.190328,0.0435,0.2416,0.18005,0.230854,0.245533,0.214075,0.476388,0.0552049,3.83513,0.247047,0,-0.000382954,0.0383423,-0.0760042,33.9195,-0.000382954,0,-0.07474318268941715,0.012000000104308128,-0.00324366,999,,,,"sa3010037"
"Antoni Flores",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.181244,0.071,0.271,0.261993,0.248264,0.244021,0.224965,0.492285,0.0627768,3.39307,0.246239,0,-0.00059053,0.0469933,-0.0673531,41.3527,-0.00059053,0,-0.06765776604879647,0.004000000189989805,-0.00324545,999,,,,"sa3005489"
"Claudio Finol","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.187054,0.0498,0.2186,0.227813,0.235383,0.24973,0.21586,0.485113,0.0626756,4.10964,0.23462,0,-0.000342258,0.0397603,-0.0745861,34.4007,-0.000342258,0,-0.07655815873295069,0.012000000104308128,-0.00324575,999,,,,"sa3003256"
"Jose Guzman",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.180248,0.073,0.2908,0.251032,0.247358,0.242693,0.2244,0.490051,0.0624446,4.11495,0.253836,0,-0.000194432,0.0465445,-0.067802,40.9602,-0.000194432,0,-0.06771052075782791,0.004000000189989805,-0.00325099,999,,,,"sa3005601"
"Clayton Daniel","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.221217,0.0704,0.2164,0.325323,0.281775,0.308558,0.264344,0.590333,0.0873401,4.06264,0.275917,0,-0.000520767,0.0782772,-0.0360692,69.7402,-0.000520767,0,-0.035677787847816944,-0.028999999165534973,-0.00325831,999,,,,"sa3007646"
"Marty Bechina","OAK",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.18126,0.0598,0.3608,0.165743,0.241522,0.286153,0.236428,0.527675,0.104894,4.28141,0.273484,0,-0.000400885,0.0561002,-0.0582462,55.0744,-0.000400885,0,-0.05095553325372748,-0.012000000104308128,-0.00326595,999,,,,"sa1053075"
"DJ Gladney","CHW",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.200108,0.0512,0.3557,0.143942,0.247056,0.335421,0.255959,0.582478,0.135313,3.48545,0.285194,0,-0.000435614,0.0716164,-0.04273,63.0803,-0.000435614,0,-0.04198125086259097,-0.020999999716877937,-0.00326865,999,,,,"sa3010043"
"Jalen Miller",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.20682,0.075,0.261,0.287356,0.271511,0.325399,0.265591,0.596909,0.118578,4.38733,0.265704,0,-0.000107564,0.0792685,-0.035078,69.5759,-0.000107564,0,-0.034899648613645695,-0.028999999165534973,-0.00327084,999,,,,"sa875016"
"Cade Doughty","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.183503,0.0397,0.264,0.150379,0.22542,0.274772,0.222619,0.500193,0.0912694,3.98093,0.231576,0,-0.000343783,0.04513,-0.0692164,40.7574,-0.000343783,0,-0.06700937301502563,0.004000000189989805,-0.0032716,999,,,,"sa3020196"
"Jacob Gonzalez","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.215708,0.0529,0.1833,0.288598,0.266881,0.315022,0.257456,0.581904,0.0993147,3.14742,0.249449,0,-0.000671695,0.0728058,-0.0415407,62.8431,-0.000671695,0,-0.04384210967691615,-0.020999999716877937,-0.00327556,999,,,,"sa3004691"
"Adam Hall","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.222639,0.0627,0.2685,0.23352,0.28409,0.302374,0.26365,0.586464,0.079735,4.79547,0.303288,0,0.000472848,0.0777262,-0.0366202,69.3214,0.000472848,0,-0.03404965568915941,-0.028999999165534973,-0.00327583,999,,,,"sa3005077"
"Colton Bender","SDP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.153426,0.0591,0.33,0.179091,0.212841,0.218883,0.197932,0.431724,0.0654573,3.79944,0.220614,0,-0.000385475,0.0255172,-0.0888292,26.4084,-0.000385475,0,-0.08588711629272439,0.020999999716877937,-0.00328029,999,,,,"sa3016828"
"Yohander Martinez","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.183911,0.0628,0.2504,0.250799,0.243132,0.242986,0.221611,0.486117,0.059075,3.79026,0.241228,0,-0.000479773,0.0443293,-0.0700171,40.8014,-0.000479773,0,-0.06709580853930674,0.004000000189989805,-0.00328068,999,,,,"sa3008775"
"Malcom Quintero","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.164424,0.0548,0.3205,0.170983,0.217671,0.22824,0.2029,0.445911,0.0638159,3.61485,0.235442,0,-0.00043983,0.0294639,-0.0848825,26.3987,-0.00043983,0,-0.08595276621053927,0.020999999716877937,-0.00328718,999,,,,"sa3007827"
"Victor De Hoyos",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.166169,0.037,0.2965,0.124789,0.205193,0.249201,0.202777,0.454393,0.0830313,3.70762,0.219339,0,-0.00036273,0.0293667,-0.0849798,25.939,-0.00036273,0,-0.0850565786822699,0.020999999716877937,-0.00328732,999,,,,"sa930082"
"Dereck Salom","OAK",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.17831,0.0448,0.2116,0.21172,0.223106,0.232051,0.205884,0.455156,0.0537403,3.70988,0.221126,0,-0.000422126,0.0318347,-0.0825118,33.5108,-0.000422126,0,-0.07524228730471805,0.012000000104308128,-0.00329606,999,,,,"sa3005925"
"Angel Aponte","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.198021,0.0536,0.2635,0.203416,0.250277,0.293823,0.242978,0.5441,0.0958025,4.33596,0.254298,0,0.0000188848,0.0613034,-0.0530431,54.4332,0.0000188848,0,-0.051257344532132265,-0.012000000104308128,-0.00329764,999,,,,"sa3003319"
"Francisco Del Valle",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.191405,0.064,0.2591,0.247009,0.250176,0.296426,0.244348,0.546602,0.105021,3.50873,0.241099,0,-0.000499883,0.0623918,-0.0519547,54.818,-0.000499883,0,-0.052168635302223265,-0.012000000104308128,-0.00329909,999,,,,"sa918323"
"Eric Rivera",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.200619,0.071,0.2218,0.320108,0.264265,0.274635,0.243999,0.5389,0.0740168,3.96338,0.250258,0,-0.000297797,0.0621147,-0.0522317,54.5757,-0.000297797,0,-0.05224363610614091,-0.012000000104308128,-0.00330696,999,,,,"sa1115765"
"Caeden Trenkle","OAK",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.181098,0.0419,0.288,0.145486,0.222502,0.260088,0.215545,0.48259,0.0789896,4.07284,0.241746,0,-0.000288168,0.0395101,-0.0748363,40.3316,-0.000288168,0,-0.06743288197321817,0.004000000189989805,-0.00331607,999,,,,"sa3019991"
"Wladimir Chalo","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.159536,0.044,0.316,0.139241,0.205696,0.239088,0.200147,0.444784,0.0795528,3.86199,0.218332,0,-0.00032988,0.0272773,-0.0870691,25.8444,-0.00032988,0,-0.08648679929319769,0.020999999716877937,-0.00334325,999,,,,"sa3002863"
"Erik Ostberg","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.197456,0.0732,0.31,0.236129,0.262353,0.314381,0.257174,0.576733,0.116925,4.32128,0.271192,0,-0.000506901,0.0725817,-0.0417648,69.563,-0.000506901,0,-0.03475757397245616,-0.028999999165534973,-0.00335016,999,,,,"sa3004505"
"Jose Rivas",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.163572,0.047,0.2936,0.160082,0.212841,0.233211,0.201943,0.446052,0.0696394,3.7101,0.22123,0,-0.000392249,0.0287042,-0.0856422,25.3597,-0.000392249,0,-0.08574859579675831,0.020999999716877937,-0.00335998,999,,,,"sa872495"
"Willy Vasquez","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.185185,0.0376,0.2764,0.136035,0.221999,0.261281,0.215094,0.48328,0.0760962,4.31023,0.245595,0,-0.000195732,0.0391519,-0.0751945,39.8555,-0.000195732,0,-0.06787617313966621,0.004000000189989805,-0.00336262,999,,,,"sa3011821"
"Ben Metzinger","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.176903,0.0504,0.3237,0.1557,0.226426,0.276384,0.224478,0.502811,0.099481,3.67474,0.242424,0,-0.000364666,0.0466062,-0.0677402,40.3286,-0.000364666,0,-0.06969324944657274,0.004000000189989805,-0.00336493,999,,,,"sa3019927"
"Rodolfo Bone",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.166133,0.038,0.3252,0.116851,0.205998,0.245305,0.20173,0.451303,0.079172,3.73004,0.233135,0,-0.000341074,0.028535,-0.0858114,25.2117,-0.000341074,0,-0.08586660158471204,0.020999999716877937,-0.00337237,999,,,,"sa3006424"
"PK Morris","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.190064,0.0754,0.3102,0.243069,0.257422,0.312264,0.253136,0.569686,0.1222,3.26746,0.254748,0,-0.000579674,0.0693737,-0.0449727,62.3016,-0.000579674,0,-0.04300157411489636,-0.020999999716877937,-0.00337578,999,,,,"sa3005037"
"Ryan Cordell",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.181314,0.074,0.3704,0.199784,0.249975,0.300155,0.24655,0.55013,0.118842,4.41597,0.271897,-0.001,-0.0000530786,0.0641411,-0.0502053,56.3477,-0.00105308,-0.018,-0.05097252002451569,-0.013999999035149813,-0.00338349,999,,,,"15181"
"Antonio Cabello",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.162599,0.042,0.3373,0.124518,0.205193,0.245022,0.201522,0.450215,0.0824235,3.90111,0.230049,0,-0.000299081,0.0283699,-0.0859766,25.0673,-0.000299081,0,-0.08598977347719483,0.020999999716877937,-0.0033853,999,,,,"sa3005600"
"Manuel Palencia","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.171882,0.0494,0.2204,0.224138,0.220087,0.218278,0.199779,0.438364,0.0463962,3.42108,0.215781,0,-0.000437496,0.026985,-0.0873614,24.77,-0.000437496,0,-0.08509363004122861,0.020999999716877937,-0.00338545,999,,,,"sa3015659"
"J.D. Osborne","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.208693,0.0575,0.3017,0.190587,0.263259,0.328055,0.261807,0.591314,0.119362,3.90504,0.283264,0,-0.000572187,0.0762619,-0.0380845,68.6469,-0.000572187,0,-0.03699950594455004,-0.028999999165534973,-0.00339709,999,,,,"sa3005053"
