Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Juan Soto","SDP",150,675,524,146,85,27,2,33,112,94,137,10,93,5,5,4,,10,4,0.279026,0.2035,0.138131,1.47324,0.429572,0.523511,0.409065,0.953084,0.244486,4.08609,0.282006,-0.513,-0.43162,130.395,53.24,170.776,-0.94462,-1.162,54.54062861204147,-9.924999475479126,7.06812,11.130000114440918,,,,"20123"
"Aaron Judge","NYY",150,677,567,156,87,25,1,44,111,106,95,14,169,6,5,4,,12,5,0.275688,0.1399,0.249101,0.561618,0.382214,0.555393,0.395617,0.937607,0.279706,3.90812,0.312264,0.278,-0.0592305,123.617,46.1918,163.027,0.218769,3.405,48.24237482249737,-3.569000005722046,6.9549,3.4800000190734863,,,,"15640"
"Mookie Betts","LAD",150,693,603,162,93,36,3,31,107,84,71,1,110,9,4,7,,18,5,0.268541,0.1017,0.159143,0.639049,0.351534,0.490065,0.363974,0.841599,0.221525,5.2903,0.281234,1.262,1.02162,109.141,29.8669,137.865,2.28362,7.317,32.78292393684387,-0.07800006866455078,5.88299,11.380000114440918,,,,"13611"
"Julio Rodríguez","SEA",149,679,607,165,101,31,3,31,98,83,54,4,162,9,4,6,,30,10,0.272752,0.0789,0.238833,0.330356,0.338381,0.485547,0.354133,0.823928,0.212795,5.90037,0.322138,0.598,1.39993,101.595,23.9461,137.756,1.99793,-1.011,30.849175572395325,1.472999930381775,5.66462,4.130000114440918,,,,"23697"
"Mike Trout","LAA",150,677,572,147,77,28,2,39,105,99,88,10,179,8,5,4,,3,1,0.25738,0.1296,0.263875,0.491143,0.361307,0.521534,0.375132,0.882841,0.264154,3.79905,0.300282,0.311,-0.441113,112.574,35.1652,145.947,-0.130113,-4.759,34.87173739075661,-2.8969998359680176,5.62111,21.100000381469727,,,,"10155"
"Fernando Tatis Jr.","SDP",123,545,475,134,71,26,2,35,90,92,58,3,124,5,4,3,,24,8,0.280991,0.1059,0.227543,0.465407,0.362825,0.565876,0.394272,0.928702,0.284885,5.61455,0.30696,1.423,1.11966,98.9714,36.6177,160.661,2.54266,0.327,40.97487449645996,-6.530999809503555,5.54284,17.75,,,,"19709"
"Ronald Acuña Jr.","ATL",147,682,580,156,93,32,1,30,110,80,80,5,155,12,4,6,,43,12,0.269146,0.1171,0.22724,0.515314,0.366397,0.483188,0.367477,0.849585,0.214042,6.00067,0.315659,2.237,3.02903,109.275,31.2824,136.141,5.26603,1.79,33.906222343444824,-4.933000087738037,5.4516,2.190000057220459,,,,"18401"
"Wander Franco","TBR",144,649,583,166,108,36,6,15,85,73,53,1,70,5,5,4,,12,5,0.284094,0.0823,0.10789,0.762815,0.346348,0.444841,0.343862,0.791189,0.160747,5.27069,0.299647,1.006,-0.312921,91.8297,17.5953,130.763,0.693079,0.806,23.166614890098572,7.205000162124634,5.35995,88.58000183105469,,,,"23667"
"Yordan Alvarez","HOU",139,602,519,146,79,31,2,35,90,103,70,7,124,7,4,1,,2,1,0.281379,0.117,0.206148,0.567553,0.372254,0.549124,0.391024,0.921378,0.267745,2.96381,0.305329,0.199,-0.591319,107.747,38.8855,159.581,-0.392319,2.059,39.98469913005829,-8.147000312805176,5.35676,9.539999961853027,,,,"19556"
"Vladimir Guerrero Jr.","TOR",147,653,574,168,96,31,1,40,100,112,66,5,100,7,5,1,,7,3,0.292619,0.1012,0.152531,0.66347,0.369219,0.5595,0.394708,0.928719,0.26688,3.39919,0.290876,-1.248,-0.451802,118.825,44.1059,162.249,-1.6998,-0.804,44.0729033946991,-13.89900028705597,5.35337,10.789999961853027,,,,"19611"
"José Ramírez","CLE",150,663,578,151,82,35,3,29,91,96,72,15,89,7,5,1,,25,7,0.260539,0.1091,0.134718,0.809841,0.346724,0.486595,0.352549,0.833319,0.226057,5.53516,0.260855,1.485,1.60448,98.3333,22.5397,131.679,3.08948,1.518,26.71887993812561,2.2979999780654907,5.26331,3.380000114440918,,,,"13510"
"Adley Rutschman","BAL",130,582,495,125,76,30,1,17,75,63,72,1,101,6,4,4,,4,2,0.252243,0.1245,0.174425,0.713775,0.352361,0.422483,0.341455,0.774844,0.17024,3.42622,0.282823,1.018,-0.506497,81.1928,14.6579,124.25,0.511503,0.356,16.390052437782288,5.05100017786026,5.18774,69.12999725341797,,,,"26288"
"Nolan Arenado","STL",150,649,586,157,94,33,1,29,84,99,52,4,86,6,4,1,,5,2,0.268628,0.0796,0.132308,0.601627,0.33166,0.478966,0.348307,0.810626,0.210338,3.30923,0.26967,0.292,-0.539186,94.0341,19.8692,128.929,-0.247186,4.046,21.552893608808517,5.921000003814697,5.17591,35.209999084472656,,,,"9777"
"Alex Bregman","HOU",150,660,558,146,86,35,1,25,87,89,86,2,85,9,5,1,,3,1,0.261976,0.131,0.128767,1.01734,0.367179,0.458472,0.360547,0.825651,0.196496,2.62662,0.268177,-0.554,-0.669463,102.088,26.6321,138.065,-1.22346,-2.366,27.042932987213135,-0.2869999408721924,5.01606,77.1500015258789,,,,"17678"
"Kyle Tucker","HOU",150,620,552,154,86,33,2,33,87,96,58,4,99,3,4,2,,24,7,0.278536,0.093,0.159272,0.583906,0.347499,0.523739,0.3718,0.871238,0.245203,5.24435,0.284831,0.229,1.49154,101.406,30.5487,146.01,1.72054,0.915,33.80400061607361,-6.690999925136566,4.91905,6.099999904632568,,,,"18345"
"Carlos Correa","MIN",144,644,563,152,96,31,1,24,85,78,67,2,123,5,5,4,,1,1,0.270525,0.1043,0.191516,0.544603,0.350938,0.457905,0.351614,0.808844,0.18738,2.64847,0.305421,-0.212,-0.647381,95.0379,21.4158,132.581,-0.859381,-1.39,22.746173918247223,3.388999819755554,4.89724,125.4000015258789,,,,"14162"
"Manny Machado","SDP",150,663,588,157,97,30,1,30,88,97,65,9,124,3,5,1,,10,4,0.267092,0.0985999,0.187417,0.526098,0.341138,0.473031,0.348163,0.81417,0.20594,3.97438,0.290059,-0.119,-0.0337959,96.0204,20.2292,129.133,-0.152796,-0.097,22.282009065151215,1.777999997138977,4.86771,15.039999961853027,,,,"11493"
"Brandon Nimmo","NYM",144,667,565,151,100,29,5,16,92,63,79,0,121,12,4,6,,7,3,0.266792,0.1186,0.181057,0.655042,0.36622,0.424649,0.34944,0.790869,0.157857,4.89722,0.310809,0.36,-0.432944,97.2587,21.0242,132.165,-0.0729439,-4.327,24.841608740389347,-1.9240000247955322,4.76146,177.2100067138672,,,,"12927"
"Trea Turner","PHI",150,687,624,177,119,34,3,21,95,76,47,1,120,5,5,5,,30,7,0.282861,0.0691,0.175177,0.394458,0.336687,0.448032,0.340581,0.784719,0.165171,6.05841,0.31942,1.58,2.65129,95.3838,16.8287,118.746,4.23129,-4.395,19.19404363632202,2.8449997901916504,4.7409,2.3499999046325684,,,,"16252"
"Freddie Freeman","LAD",150,675,579,169,108,34,2,25,99,88,81,11,103,7,5,4,,10,4,0.292052,0.1197,0.15268,0.783994,0.382231,0.48671,0.372992,0.86894,0.194657,4.03013,0.316009,0.432,-0.218316,111.154,33.9321,144.031,0.213684,-0.71,34.761840775609016,-13.209999978542328,4.64855,15.079999923706055,,,,"5361"
"Corey Seager","TEX",143,641,566,153,93,32,2,27,87,82,60,5,101,7,5,4,,3,1,0.270699,0.0939001,0.157285,0.597006,0.345685,0.476426,0.353741,0.822111,0.205726,3.47081,0.285238,0.455,-0.514562,95.7675,22.4198,132.63,-0.0595622,-4.743,23.493587967008352,0.22499990463256836,4.63547,63.33000183105469,,,,"13624"
"Jose Altuve","HOU",149,690,605,165,106,33,1,26,101,77,66,2,101,8,4,7,,15,5,0.272874,0.096,0.146054,0.657292,0.349706,0.457019,0.350952,0.806724,0.184144,4.4289,0.288864,0.221,0.307112,101.467,22.5831,131.291,0.528112,-4.37,24.819770216941833,-2.7499998807907104,4.62426,38.130001068115234,,,,"5417"
"J.T. Realmuto","PHI",128,548,491,125,79,24,3,19,66,71,42,2,121,10,4,1,,15,5,0.254397,0.0761,0.221749,0.343181,0.322914,0.434129,0.329198,0.757042,0.179732,5.45845,0.298345,1.703,0.515118,71.0948,8.46416,110.963,2.21812,4.905,9.194547414779663,12.728000164031982,4.55514,25.790000915527344,,,,"11739"
"Francisco Lindor","NYM",150,666,594,148,94,26,4,24,82,85,58,2,124,8,5,2,,15,5,0.248964,0.0864,0.186813,0.462494,0.321154,0.427485,0.325925,0.748639,0.178521,5.21635,0.274936,-0.173,0.293642,84.6883,8.55753,116.085,0.120642,0.814,12.563262835144997,8.314000010490417,4.54402,32.349998474121094,,,,"12916"
"Xander Bogaerts","SDP",150,650,574,152,101,32,1,19,78,84,63,2,124,7,5,1,,8,3,0.26535,0.0967,0.191276,0.505552,0.342728,0.42409,0.335832,0.766819,0.158741,3.41132,0.305743,0.78,-0.33136,87.7631,13.4654,120.701,0.44864,-1.98,16.07612916827202,4.98199987411499,4.50638,90.08000183105469,,,,"12161"
"Rafael Devers","BOS",150,662,592,164,92,39,2,32,91,99,56,9,130,7,5,2,,5,2,0.277058,0.0849001,0.196297,0.432509,0.344497,0.508167,0.362269,0.852664,0.231109,3.37843,0.304114,1.079,-0.540178,103.278,27.6115,133.057,0.538822,-2.332,25.15444928407669,-3.5820000171661377,4.47794,21.190000534057617,,,,"17350"
"Alejandro Kirk","TOR",116,493,429,122,80,23,1,18,64,68,55,1,55,5,3,1,,1,0,0.28392,0.1111,0.111668,0.994915,0.368842,0.465849,0.363508,0.83469,0.181928,2.09668,0.288962,-1.51,-0.561377,77.4937,21.074,140.222,-2.07138,0.122,20.261242151260376,1.0449999794363976,4.43414,105.19000244140625,,,,"22581"
"Bo Bichette","TOR",150,672,617,173,107,37,1,27,94,91,42,0,134,5,5,4,,18,6,0.2808,0.0625,0.199706,0.31296,0.329045,0.478455,0.348504,0.8075,0.197656,4.87678,0.316886,0.403,0.495696,97.5921,20.7042,129.629,0.898696,-10.036,23.3181009888649,-2.5360002517700195,4.43069,13.630000114440918,,,,"19612"
"Paul Goldschmidt","STL",150,666,580,158,97,32,1,29,90,94,74,1,144,5,5,2,,7,2,0.272974,0.111,0.216108,0.513631,0.357632,0.480571,0.363234,0.838203,0.207598,3.34357,0.313843,0.013,-0.299239,104.456,28.3004,139.136,-0.286239,0.85,29.996838182210922,-11.85800015926361,4.25727,26.020000457763672,,,,"9218"
"Marcus Semien","TEX",150,692,617,154,95,30,3,25,92,73,59,0,122,4,4,6,,23,7,0.249017,0.0859001,0.177046,0.485186,0.317045,0.432557,0.326626,0.749602,0.18354,5.64203,0.270643,1.487,1.13556,88.3545,9.27417,113.487,2.62256,2.243,13.118655443191528,5.315999984741211,4.24834,33.75,,,,"12533"
"Austin Riley","ATL",150,655,585,159,92,32,2,34,89,103,52,1,158,11,5,1,,2,1,0.272267,0.0801,0.241609,0.331528,0.341003,0.506599,0.364291,0.847602,0.234332,3.03733,0.315232,-1.113,-0.609516,103.275,28.3817,133.963,-1.72252,-8.313,24.121987104415894,-5.812999725341797,4.23614,21.829999923706055,,,,"18360"
"George Springer","TOR",138,635,555,143,85,25,3,31,96,78,62,1,119,8,4,6,,14,4,0.258314,0.0972001,0.187605,0.51811,0.339175,0.478557,0.353748,0.817732,0.220243,5.24384,0.275277,0.451,0.333346,94.8197,22.2006,133.332,0.784346,1.073,24.60488885641098,-4.73199987411499,4.21038,81.55999755859375,,,,"12856"
"Will Smith","LAD",128,557,484,121,70,24,2,25,72,80,58,3,100,11,4,1,,2,1,0.249879,0.1038,0.17993,0.576892,0.340296,0.463694,0.347882,0.80399,0.213814,3.37255,0.264067,-1.532,-0.488812,80.5876,16.8797,126.862,-2.02081,-0.064,15.367089748382568,5.449000008404255,4.18606,58.08000183105469,,,,"19197"
"Michael Harris II","ATL",141,611,559,153,95,34,3,21,83,76,37,1,135,7,4,4,,23,8,0.273803,0.0601,0.220698,0.272318,0.323773,0.456272,0.336999,0.780045,0.182469,5.82331,0.324581,0.746,0.958104,83.1255,13.2338,115.301,1.7041,3.015,12.57014513015747,5.364000082015991,4.04226,29.559999465942383,,,,"25931"
"Pete Alonso","NYM",150,649,567,147,81,27,1,38,91,107,66,12,127,10,4,1,,4,2,0.259221,0.1024,0.195582,0.523564,0.345292,0.511621,0.363219,0.856913,0.2524,3.19007,0.268,-1.972,-0.503385,101.756,27.5635,141.586,-2.47538,0.119,28.874314069747925,-12.538999989628792,4.00725,20.100000381469727,,,,"19251"
"Sean Murphy","ATL",133,563,494,120,70,28,2,20,68,71,53,1,122,10,4,2,,1,1,0.24371,0.0941,0.216154,0.435338,0.326066,0.429353,0.32987,0.755419,0.185643,2.92807,0.28133,-0.141,-0.518742,73.3779,9.00092,110.426,-0.659742,1.134,6.160267353057861,5.450999855995178,3.95735,121.05999755859375,,,,"19352"
"Luis Robert Jr.","CHW",139,614,567,159,102,32,1,24,77,84,35,1,123,7,5,1,,16,6,0.280787,0.0562,0.200553,0.280225,0.327107,0.468284,0.343244,0.795391,0.187497,4.54904,0.318307,1.019,0.339221,86.5344,16.3372,124.702,1.35822,-2.608,18.42256188392639,-0.718000054359436,3.91188,49.060001373291016,,,,"20043"
"Bryan Reynolds","PIT",150,675,589,156,98,29,5,24,89,82,67,6,144,10,5,4,,8,3,0.264839,0.0996,0.21286,0.467914,0.347616,0.45331,0.346279,0.800925,0.188471,4.81109,0.309816,-0.02,-0.47474,96.7116,19.5779,123.578,-0.49474,-5.976,17.983793139457703,-3.686999797821045,3.88408,92.5,,,,"19326"
"Masataka Yoshida","BOS",122,565,483,144,95,30,2,18,85,60,66,12,56,7,4,5,,5,2,0.298838,0.1169,0.0989528,1.18137,0.388226,0.479921,0.372169,0.868147,0.181083,3.62502,0.305663,-0.282,-0.381824,92.5984,28.011,140.046,-0.663824,0,24.78990352153778,-6.39900016784668,3.81989,219.22999572753906,,,,"31837"
"Yandy Díaz","TBR",139,634,538,151,105,31,1,14,84,61,81,3,86,6,4,5,,5,2,0.280681,0.1281,0.135331,0.946565,0.378228,0.420872,0.352726,0.799101,0.140191,3.17679,0.309504,-1.274,-0.59541,94.0824,21.634,137.021,-1.86941,-0.775,24.525460720062256,-8.767000079154968,3.77339,257.1499938964844,,,,"16578"
"Willy Adames","MIL",146,653,580,140,83,29,1,27,84,80,61,3,173,3,5,4,,10,4,0.241749,0.0928,0.265734,0.349222,0.314628,0.436732,0.325721,0.751359,0.194983,3.76606,0.293888,1.273,-0.395456,82.9297,8.28462,109.556,0.877544,-1.538,8.125299990177155,5.7519999742507935,3.76315,95.4800033569336,,,,"15986"
"Andrés Giménez","CLE",144,596,535,141,92,29,3,18,70,72,37,4,119,17,5,2,,21,7,0.263948,0.0626999,0.199425,0.314404,0.328873,0.427163,0.328644,0.756036,0.163215,5.50685,0.306251,0.298,0.866896,77.1366,8.95233,114.802,1.1649,2.909,11.097499012947083,5.68999981880188,3.75673,82.79000091552734,,,,"19950"
"Byron Buxton","MIN",130,595,535,128,64,28,3,32,85,77,42,0,165,9,4,5,,13,4,0.238743,0.0709,0.277525,0.255472,0.303156,0.48613,0.339066,0.789286,0.247387,5.75036,0.279197,0.833,0.580429,81.9268,13.8645,123.722,1.41343,3.077,17.302384614944458,-1.2430002689361572,3.67671,104.1500015258789,,,,"14161"
"Matt Chapman","TOR",150,616,536,119,65,25,1,28,74,79,67,1,179,7,4,2,,4,2,0.221995,0.1091,0.291067,0.374827,0.314227,0.428593,0.324645,0.74282,0.206598,3.33979,0.274002,0.925,-0.505159,77.7772,7.29584,112.785,0.419841,3.022,9.287964582443237,5.522000074386597,3.61627,156.9199981689453,,,,"16505"
"Tommy Edman","STL",147,668,607,159,109,33,3,13,86,61,44,1,108,7,4,6,,33,8,0.261366,0.0658,0.161493,0.407449,0.316164,0.392601,0.310448,0.708765,0.131235,6.36164,0.296537,1.837,2.91358,76.7488,0.372334,103.042,4.75058,-2.415,7.111371040344238,4.415999889373779,3.56991,75.75,,,,"19470"
"Bobby Witt Jr.","KCR",149,669,615,159,96,34,5,24,87,81,39,2,135,7,5,4,,32,11,0.258688,0.0582999,0.202299,0.288186,0.307742,0.448718,0.325894,0.75646,0.19003,6.326,0.292671,1.111,1.23636,85.0807,8.58228,109.732,2.34736,-4.321,9.673599243164062,2.6989998817443848,3.53633,9.170000076293945,,,,"25764"
"Gleyber Torres","NYY",138,612,548,143,92,27,1,23,80,73,51,2,127,4,4,4,,16,6,0.26136,0.0836001,0.206772,0.404311,0.326944,0.442445,0.334049,0.769389,0.181085,4.63176,0.29808,-0.055,0.304192,81.7827,11.814,119.561,0.249192,-0.583,13.7185278236866,-0.23199999332427979,3.46233,115.6500015258789,,,,"16997"
"Jeff McNeil","NYM",141,590,533,154,108,33,1,11,66,67,41,1,71,9,5,2,,4,2,0.288208,0.0693,0.120825,0.573557,0.346874,0.417555,0.334908,0.76443,0.129348,3.16649,0.313167,-0.407,-0.519234,79.2868,11.7981,122.227,-0.926234,-1.967,14.315897941589355,-1.2380000352859497,3.45813,193.1699981689453,,,,"15362"
"Gunnar Henderson","BAL",139,612,534,132,82,28,4,18,71,72,66,1,156,6,5,1,,10,4,0.247608,0.1086,0.254325,0.427013,0.335081,0.416691,0.330136,0.751771,0.169083,4.58457,0.312441,-0.19,-0.309489,79.9262,9.91775,116.259,-0.499489,-3.057,10.702581256628036,2.3970000743865967,3.42286,92.30999755859375,,,,"26289"
"Nico Hoerner","CHC",136,602,546,152,108,28,4,11,72,57,39,4,75,8,4,5,,22,7,0.27798,0.0648001,0.123897,0.523016,0.332697,0.406995,0.321912,0.739692,0.129015,5.78861,0.302763,0.162,0.864415,74.5933,5.81359,107.776,1.02641,3.432,6.460811614990234,5.861999988555908,3.41873,136.0399932861328,,,,"21479"
"Jazz Chisholm Jr.","MIA",133,589,530,129,75,23,5,26,75,78,47,0,149,6,4,2,,30,12,0.242972,0.0793,0.252751,0.313748,0.309033,0.452019,0.329383,0.761052,0.209047,6.69332,0.285964,0.695,0.879332,76.5583,9.19107,114.854,1.57433,-0.142,11.741747260093689,0.560000017285347,3.37288,43.380001068115234,,,,"20454"
"Luis Arraez","MIA",139,636,568,169,127,32,3,7,78,54,54,2,53,4,4,6,,7,3,0.296754,0.0843,0.0833657,1.01121,0.359591,0.401672,0.335177,0.761263,0.104918,4.2122,0.315095,0.661,-0.478701,85.5232,12.8418,118.815,0.182299,-1.648,14.07743938267231,-3.3760000467300415,3.36903,210.75,,,,"18568"
"Amed Rosario","CLE",143,640,597,165,117,28,7,13,77,68,30,0,113,4,5,4,,16,5,0.276135,0.0466,0.176216,0.264447,0.313188,0.410023,0.314714,0.723211,0.133888,5.98598,0.319148,1.184,0.374828,75.7164,2.52651,104.969,1.55883,-0.697,5.1375733613967896,6.430999755859375,3.35515,116.6500015258789,,,,"15518"
"Dansby Swanson","CHC",150,660,595,147,93,31,2,22,80,74,51,1,166,5,5,4,,16,6,0.246532,0.0768,0.251587,0.305263,0.309031,0.413805,0.315444,0.722836,0.167273,4.58208,0.302867,1.539,0.278953,78.4938,2.98918,103.354,1.81795,-2.227,4.390856981277466,5.273000001907349,3.34731,79.69000244140625,,,,"18314"
"Steven Kwan","CLE",141,647,566,159,115,28,5,10,85,56,64,2,68,7,4,6,,19,6,0.280327,0.0982,0.105198,0.933481,0.357844,0.403676,0.335757,0.76152,0.12335,5.81904,0.301878,0.731,0.536225,87.3332,13.367,119.824,1.26723,1.534,15.697628140449524,-4.432999968528748,3.34594,121.3499984741211,,,,"24610"
"Anthony Rendon","LAA",131,566,491,127,78,30,1,18,69,72,64,1,100,6,4,1,,3,1,0.258293,0.1136,0.176956,0.641967,0.34906,0.431459,0.342233,0.780519,0.173166,3.08303,0.289757,0.521,-0.531184,79.3652,14.6146,122.721,-0.0101845,-1.892,14.467827605083585,-0.7849999666213989,3.33033,242.35000610351562,,,,"12861"
"Daulton Varsho","TOR",133,561,503,118,67,24,2,26,72,76,46,1,131,6,4,3,,15,6,0.235307,0.0812999,0.233758,0.347796,0.303614,0.446437,0.324681,0.750051,0.211131,5.05997,0.26304,1.048,0.404984,70.7629,6.65245,112.811,1.45298,8.399,9.535597801208496,4.330000400543213,3.31775,38.060001373291016,,,,"19918"
"Matt Olson","ATL",150,652,566,141,76,30,1,34,89,98,74,6,147,6,5,1,,2,1,0.2483,0.1141,0.225912,0.505065,0.339257,0.483546,0.353142,0.822803,0.235246,2.46534,0.273911,-0.411,-0.581063,97.0583,22.4841,126.339,-0.992063,3.133,18.96566253900528,-9.367000102996826,3.31172,45.72999954223633,,,,"14344"
"Oneil Cruz","PIT",128,582,520,128,74,24,5,24,78,67,49,1,159,5,4,5,,19,7,0.245836,0.0834001,0.273297,0.305162,0.313783,0.452513,0.331587,0.766296,0.206677,6.36627,0.303985,0.076,0.588187,76.6168,10.0945,113.532,0.664187,-3.45,9.810565710067749,1.868999719619751,3.28145,73.45999908447266,,,,"21711"
"Brandon Lowe","TBR",130,564,496,118,66,24,2,25,71,77,55,1,138,7,4,2,,5,2,0.238012,0.0976,0.245102,0.398201,0.320915,0.448418,0.33412,0.769334,0.210407,3.98219,0.275989,1.286,-0.314149,75.4333,10.9242,123.885,0.971851,-2.195,16.13513046503067,-2.950999915599823,3.2709,171.64999389648438,,,,"18882"
"Seiya Suzuki","CHC",136,589,513,134,81,26,2,25,75,81,65,5,129,6,4,1,,11,6,0.261033,0.1097,0.219426,0.49994,0.348598,0.463229,0.350597,0.811827,0.202196,4.0598,0.300974,-0.106,-0.706227,86.4563,19.1131,127.39,-0.812227,0.353,17.929552257061005,-6.99099987745285,3.22901,107.79000091552734,,,,"30116"
"Tim Anderson","CHW",139,646,603,171,123,31,1,16,82,62,27,1,121,6,4,6,,21,6,0.284465,0.0420999,0.18774,0.224245,0.319591,0.421543,0.322055,0.741133,0.137078,5.14474,0.33057,1.595,1.17007,80.1484,6.31441,109.743,2.76507,-6.719,9.844236612319946,0.24700021743774414,3.21888,92.5199966430664,,,,"15172"
"Willson Contreras","STL",124,558,482,115,69,23,1,21,74,65,51,1,130,18,4,3,,6,3,0.238945,0.0913,0.233548,0.390927,0.331651,0.425655,0.332847,0.757306,0.18671,4.25092,0.280957,-0.876,-0.452256,74.0352,10.2391,118.358,-1.32826,0.284,10.57181990146637,4.791999906301498,3.17174,97.41999816894531,,,,"11609"
"Shohei Ohtani","LAA",146,649,559,142,77,26,4,35,94,96,78,13,167,5,5,2,,20,8,0.25414,0.1206,0.257346,0.46863,0.348486,0.503752,0.360628,0.852237,0.249612,5.67805,0.296206,-0.052,0.349319,100.49,26.2461,135.708,0.297319,0,26.386800467967987,-17.010000228881836,3.15585,9.289999961853027,,,,"19755"
"Cal Raleigh","SEA",113,458,413,91,47,21,1,22,52,59,35,0,124,4,3,2,,3,1,0.220563,0.0768001,0.270724,0.283684,0.286174,0.43523,0.312493,0.721404,0.214667,3.13473,0.255455,-0.343,-0.267938,53.3398,0.999079,108.359,-0.610938,1.197,3.694507360458374,5.140000104904175,3.13586,161.8800048828125,,,,"21534"
"Ozzie Albies","ATL",136,573,524,135,82,31,3,20,69,71,38,1,103,5,4,2,,16,5,0.258003,0.0661,0.179305,0.368645,0.311414,0.442732,0.326472,0.754146,0.18473,5.2423,0.283871,1.609,0.500295,73.0933,7.60948,108.102,2.10929,0.78,7.500369548797607,2.8320000171661377,3.10792,55.040000915527344,,,,"16556"
"Jorge Polanco","MIN",136,599,530,136,86,28,1,20,71,74,58,1,118,5,4,1,,8,4,0.255854,0.0972,0.196385,0.494947,0.332396,0.428301,0.332694,0.760698,0.172447,3.72114,0.290558,0.593,-0.467768,79.4091,10.9194,119.223,0.125232,-5.045,13.081813797354698,-2.6690001487731934,3.09634,153.8300018310547,,,,"13152"
"Cedric Mullins","BAL",147,680,609,152,98,31,4,19,89,65,52,2,128,8,4,6,,37,10,0.250335,0.0767001,0.188793,0.406265,0.315873,0.408694,0.316426,0.724567,0.158359,6.40559,0.285887,0.401,2.68204,81.3361,3.60759,106.58,3.08304,-3.341,8.116575717926025,-0.8840000629425049,3.03263,46.849998474121094,,,,"17929"
"Ketel Marte","ARI",141,631,561,149,92,38,2,17,79,71,55,3,109,7,5,3,,6,2,0.265368,0.0870001,0.172609,0.504029,0.335825,0.431382,0.33358,0.767207,0.166014,3.98644,0.300055,0.006,-0.297562,84.0748,11.9441,113.617,-0.291562,-1.898,9.688302993774414,-2.1410000026226044,3.02085,211.30999755859375,,,,"13613"
"Christian Yelich","MIL",146,666,562,139,89,26,3,21,89,68,89,5,165,5,4,5,,18,5,0.246974,0.1331,0.247271,0.538277,0.352382,0.41538,0.337199,0.767762,0.168406,5.21985,0.309395,0.919,1.06174,90.6508,14.5208,117.405,1.98074,-0.911,15.44403600692749,-9.497000455856323,2.97638,126.6500015258789,,,,"11477"
"Ty France","SEA",141,634,565,153,100,30,1,21,80,74,42,3,104,18,5,4,,1,0,0.269942,0.067,0.164322,0.407737,0.337756,0.438812,0.338329,0.776568,0.16887,2.64733,0.296117,-0.817,-0.640878,86.8252,14.3855,126.598,-1.45788,2.107,17.503612518310547,-9.691999673843384,2.93875,175.1300048828125,,,,"17982"
"J.P. Crawford","SEA",143,591,517,132,94,27,2,8,61,53,59,0,88,7,4,3,,6,2,0.254777,0.0995,0.148374,0.670604,0.336512,0.363008,0.312555,0.69952,0.108231,3.58819,0.290341,0.195,-0.520664,68.8814,1.31859,108.402,-0.325664,-3.23,5.260872781276703,3.8979997634887695,2.93757,418.75,,,,"15491"
"Jean Segura","MIA",130,574,520,142,104,25,2,11,66,57,38,2,88,8,4,4,,15,6,0.273115,0.0664,0.152864,0.434373,0.329968,0.391803,0.316986,0.721771,0.118688,4.7848,0.30799,0.89,0.100687,68.9558,3.30232,106.377,0.990687,1.19,5.244517624378204,3.2960000038146973,2.92502,227.7899932861328,,,,"5933"
"Ha-Seong Kim","SDP",122,529,470,116,77,22,2,14,65,54,45,1,95,6,4,4,,12,4,0.246676,0.0845,0.179875,0.469771,0.31752,0.392766,0.312643,0.710286,0.14609,4.97026,0.279486,-0.016,0.480748,61.6878,1.21731,104.845,0.464748,3.871,3.4418020248413086,6.166000127792358,2.87696,247.75,,,,"27506"
"Nathaniel Lowe","TEX",146,634,558,151,97,26,3,25,77,83,65,2,147,4,5,1,,5,2,0.269803,0.1021,0.232123,0.439853,0.347596,0.458899,0.350182,0.806495,0.189096,3.6176,0.321453,-1.134,-0.509665,92.7894,20.3505,130.117,-1.64367,-0.547,19.826107263565063,-12.696999609470367,2.86706,106.6500015258789,,,,"19566"
"Harrison Bader","NYY",130,525,473,117,77,22,3,15,58,58,38,2,114,7,4,2,,21,7,0.247269,0.0725001,0.217131,0.3339,0.310923,0.401061,0.311104,0.711984,0.153791,5.7609,0.293643,0.855,0.911683,60.5516,0.566157,103.363,1.76668,4.677,3.752010941505432,6.837000131607056,2.86613,168.5,,,,"18030"
"Ke'Bryan Hayes","PIT",136,603,541,139,92,31,3,12,68,64,50,0,129,5,4,2,,20,7,0.256079,0.0834999,0.214463,0.389344,0.323195,0.394282,0.315718,0.717477,0.138203,5.52481,0.312529,0.163,0.630529,71.8513,2.86239,102.681,0.793529,2.561,2.6726343631744385,4.181000113487244,2.85095,170.8300018310547,,,,"18577"
"Luis Urías","MIL",136,562,490,118,75,23,1,18,63,63,57,1,117,9,4,3,,4,2,0.240493,0.1009,0.208842,0.483139,0.32799,0.405726,0.323465,0.733716,0.165233,3.48269,0.277872,-0.006,-0.445147,70.3868,6.12497,108.013,-0.451147,0.37,4.781186074018478,2.962000012397766,2.79831,239.8300018310547,,,,"16622"
