splits,gamesPlayed,runs,hits,atBats,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,groundIntoTriplePlay,plateAppearances,totalBases,leftOnBase,catchersInterference,pickoffs,atBatsPerHomeRun,full_name,position,position_type,team,game_location,opp,order,DKPts,note,team_hits,team_singles,team_rbi,team_runs,team_doubles,team_triples,team_homeRuns,team_strikeOuts,team_baseOnBalls,team_hitByPitch,team_stolenBases,season,game_date,team_DKPts,singles,bats,doubles,triples,homeRuns,rbi,baseOnBalls,hitByPitch,strikeOuts,intentionalWalks,flyOuts,groundOuts,sacFlies,sacBunts,launchSpeed,launchAngle,distance,DKPts_splits,wOBA,AVG,OBP,SLG,OPS,ISO,SB_perAtBat,DKPts_share,hits_share,runs_share,singles_share,doubles_share,triples_share,homeRuns_share,rbi_share,stolenBases_share,baseOnBalls_share,exWOBA,RotoName,opp_pitcher_id,Roster Position,Salary,opp_pitcher_hand
vs_LHP,1,0,1,4,0,0,.---,0,0,5,1,2,0,0,-.--,jose iglesias,,Infielder,DET,home,SEA,2,5,0,8,5,4,5,2,0,1,11,8,1,2,2016,2016-06-23,81,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.1,29.0,369.0,0.0,0.0,0.25,0.25,0.0,0.25,-0.25,0.0,0.0617283950617283,0.125,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1756920067669418,joseigles,573064,SS,3600.0,
vs_RHP,1,0,1,3,0,0,.---,0,0,3,2,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,CLE,9,5,,4,2,0,0,2,0,0,7,1,0,0,2016,2016-06-25,18,0.0,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0,4.0,125.5,5.0,0.414,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.2777777777777778,0.25,,0.0,0.5,,,,,0.0,0.4303416646612574,joseigles,471911,SS,2700.0,R
vs_RHP,1,0,0,3,0,0,.---,0,0,3,0,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,CLE,9,0,,6,3,3,3,0,0,3,4,1,0,0,2016,2016-06-26,53,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,63.75,-19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0513375864263296,joseigles,458708,SS,2900.0,R
vs_LHP,1,1,1,3,0,0,.---,0,0,4,4,0,0,0,3.00,jose iglesias,SS,Infielder,DET,home,MIA,9,18,,9,4,7,7,1,1,3,12,3,0,0,2016,2016-06-28,89,0.0,R,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.1,28.0,393.0,18.0,0.6765,0.3333333333333333,0.5,1.3333333333333333,1.8333333333333333,1.0,0.0,0.2022471910112359,0.1111111111111111,0.1428571428571428,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,,0.3333333333333333,0.9002038164929396,joseigles,543045,SS,3100.0,L
vs_LHP,1,0,0,4,0,0,.---,0,0,4,0,4,0,0,-.--,jose iglesias,,Infielder,DET,home,MIA,9,0,0,15,9,10,10,3,0,3,7,2,1,0,2016,2016-06-29,118,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,18.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.252016956421049,joseigles,543408,SS,2600.0,R
vs_RHP,1,2,2,3,0,0,.---,0,0,4,3,0,0,0,-.--,jose iglesias,SS,Infielder,DET,away,TB,9,14,0,11,9,10,10,2,0,0,7,5,0,1,2016,2016-06-30,92,1.0,R,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98.2,-3.0,99.66666666666669,14.0,0.70275,0.6666666666666666,0.75,1.0,1.75,0.3333333333333333,0.0,0.1521739130434782,0.1818181818181818,0.2,0.1111111111111111,0.5,,,0.0,0.0,0.2,0.4972822663334971,joseigles,543606,SS,2900.0,R
vs_LHP,1,1,1,4,0,0,.---,0,0,5,1,3,0,0,-.--,jose iglesias,SS,Infielder,DET,away,TB,9,5,,14,11,9,10,1,0,2,9,4,0,2,2016,2016-07-01,114,1.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,80.95,18.5,188.5,5.0,0.2195,0.25,0.25,0.25,0.5,0.0,0.0,0.043859649122807,0.0714285714285714,0.1,0.0909090909090909,0.0,,0.0,0.0,0.0,0.0,0.1912857593697682,joseigles,592767,SS,3200.0,L
vs_LHP,1,0,1,4,0,0,.---,0,0,4,1,2,0,0,-.--,jose iglesias,SS,Infielder,DET,away,TB,9,5,,5,3,3,3,1,0,1,6,5,0,1,2016,2016-07-02,51,1.0,R,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.45,29.0,128.5,5.0,0.2195,0.25,0.25,0.25,0.5,0.0,0.0,0.0980392156862745,0.2,0.0,0.3333333333333333,0.0,,0.0,0.3333333333333333,0.0,0.0,0.2641828572028697,joseigles,605483,SS,3100.0,L
vs_RHP,1,0,2,5,0,0,.---,0,0,5,2,1,0,0,-.--,jose iglesias,SS,Infielder,DET,away,TB,2,6,0,8,5,5,5,2,0,1,14,5,2,0,2016,2016-07-03,69,2.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.325,-1.75,93.0,6.0,0.3512,0.4,0.4,0.4,0.8,0.0,0.0,0.0869565217391304,0.25,0.0,0.4,0.0,,0.0,0.0,,0.0,0.1728659912852295,joseigles,502042,SS,2900.0,R
vs_RHP,1,0,0,4,0,0,.---,2,0,4,0,2,0,0,-.--,jose iglesias,SS,Infielder,DET,away,CLE,9,0,,9,6,3,3,1,0,2,8,3,0,0,2016,2016-07-04,61,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.9,12.5,171.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.2576388247807749,joseigles,517593,SS,2700.0,R
vs_RHP,1,0,0,3,0,0,.---,1,0,3,0,2,0,0,-.--,jose iglesias,SS,Infielder,DET,away,CLE,9,0,,4,4,1,1,0,0,0,8,5,0,0,2016,2016-07-05,26,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.03333333333333,36.66666666666666,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.2343327735262018,joseigles,471911,SS,2600.0,R
vs_LHP,1,0,0,4,0,0,.---,0,0,4,0,0,0,0,-.--,jose iglesias,,Infielder,DET,away,CLE,9,0,0,12,8,12,12,2,0,2,9,2,0,0,2016,2016-07-06,106,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.75,-38.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,joseigles,458708,,,
vs_LHP,1,0,2,4,0,0,.---,0,0,4,2,0,0,0,-.--,jose iglesias,SS,Infielder,DET,away,TOR,9,6,,8,4,3,4,2,0,2,10,2,1,0,2016,2016-07-07,62,1.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,8.0,174.0,3.0,0.2195,0.5,0.5,0.25,0.75,-0.25,0.0,0.0967741935483871,0.25,0.0,0.25,0.0,,0.0,0.0,,0.0,0.7506024887081764,joseigles,571800,SS,2400.0,R
vs_LHP,1,0,1,3,0,0,.---,0,0,3,2,0,0,0,-.--,jose iglesias,SS,Infielder,DET,away,TOR,9,5,,7,6,0,0,1,0,0,10,1,0,0,2016,2016-07-08,25,0.0,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,20.0,263.5,5.0,0.414,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.2,0.1428571428571428,,0.0,1.0,,,,,0.0,0.4784420075407266,joseigles,457918,SS,2700.0,L
vs_RHP,1,0,0,4,0,0,.---,0,0,4,0,3,0,0,-.--,jose iglesias,SS,Infielder,DET,away,TOR,9,0,,6,4,1,1,0,2,0,6,3,0,1,2016,2016-07-10,43,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,89.3,12.5,166.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.2251471592220663,joseigles,285079,SS,2400.0,R
vs_RHP,1,1,2,3,1,0,.000,0,0,3,2,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,KC,9,8,,8,5,4,4,1,0,2,5,3,0,0,2016,2016-07-15,62,2.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.95,-29.5,8.0,8.0,0.5853333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.0,0.1290322580645161,0.25,0.25,0.4,0.0,,0.0,0.0,,0.0,0.0708277839621355,joseigles,453178,SS,2600.0,R
vs_LHP,1,1,0,1,0,0,.---,1,0,3,0,2,0,0,-.--,jose iglesias,SS,Infielder,DET,home,KC,9,6,,7,5,4,4,1,0,1,8,1,1,0,2016,2016-07-16,50,0.0,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,-19.0,9.0,6.0,0.4706666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.12,0.0,0.25,0.0,0.0,,0.0,0.0,,1.0,0.706,joseigles,518633,SS,2300.0,L
vs_RHP,1,1,2,3,0,0,.---,0,0,3,2,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,KC,9,8,,11,7,2,4,2,1,1,7,1,0,1,2016,2016-07-17,68,2.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,-20.0,18.0,8.0,0.5853333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.0,0.1176470588235294,0.1818181818181818,0.25,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.1325063029521198,joseigles,570649,SS,2500.0,R
vs_LHP,1,0,1,3,0,0,.---,0,0,3,1,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,MIN,9,3,,3,2,1,1,0,0,1,2,3,0,0,2016,2016-07-18,26,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.8,-9.0,18.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.1153846153846153,0.3333333333333333,0.0,0.0,,,0.0,0.0,,0.0,0.3226199025576137,joseigles,445060,SS,2400.0,R
vs_LHP,1,0,0,4,0,0,.---,0,0,4,0,5,0,0,-.--,jose iglesias,SS,Infielder,DET,home,MIN,9,0,,6,6,2,2,0,0,0,6,2,0,0,2016,2016-07-19,30,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,87.25,39.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0713222676116354,joseigles,543548,SS,2700.0,L
vs_RHP,1,0,1,3,0,0,.---,0,0,3,1,0,0,0,-.--,jose iglesias,SS,Infielder,DET,away,CWS,9,3,,7,5,2,2,0,0,2,5,1,0,0,2016,2016-07-21,45,1.0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,81.1,25.0,281.5,3.0,0.2926666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0666666666666666,0.1428571428571428,0.0,0.2,,,0.0,0.0,,0.0,0.2964047907758841,joseigles,448306,SS,2400.0,R
vs_LHP,1,1,1,5,0,0,.---,0,0,5,2,3,0,0,-.--,jose iglesias,SS,Infielder,DET,away,CWS,9,9,,11,7,6,7,4,0,0,11,8,1,1,2016,2016-07-22,90,0.0,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.8,3.0,68.0,7.0,0.2484,0.2,0.2,0.4,0.6000000000000001,0.2,0.0,0.1,0.0909090909090909,0.1428571428571428,0.0,0.25,,,0.0,0.0,0.0,0.1902419406818168,joseigles,545363,SS,2500.0,R
vs_LHP,1,0,1,4,0,0,.---,0,0,4,1,0,0,0,-.--,jose iglesias,SS,Infielder,DET,away,CWS,9,3,0,8,6,3,3,1,0,1,11,3,0,2,2016,2016-07-24,61,1.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.1,-2.5,50.5,3.0,0.2195,0.25,0.25,0.25,0.5,0.0,0.0,0.0491803278688524,0.125,0.0,0.1666666666666666,0.0,,0.0,0.0,0.0,0.0,0.3289546796860986,joseigles,458006,SS,2500.0,R
vs_LHP,1,0,1,4,0,0,.---,0,0,4,2,1,0,0,-.--,jose iglesias,SS,Infielder,DET,away,CWS,2,5,0,8,3,4,4,1,0,4,7,2,0,0,2016,2016-07-24,74,0.0,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.36666666666667,12.666666666666666,210.66666666666663,5.0,0.3105,0.25,0.25,0.5,0.75,0.25,0.0,0.0675675675675675,0.125,0.0,0.0,1.0,,0.0,0.0,,0.0,0.5737487132031983,joseigles,500779,SS,2500.0,L
vs_LHP,1,2,2,4,0,0,.---,0,0,4,5,0,0,0,4.00,jose iglesias,SS,Infielder,DET,away,BOS,2,21,,8,5,4,4,1,1,1,8,2,0,0,2016,2016-07-25,58,0.0,R,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,93.53333333333336,13.666666666666666,233.3333333333333,18.0,0.50375,0.5,0.5,1.0,1.5,0.5,0.0,0.3620689655172414,0.25,0.5,0.0,0.0,0.0,1.0,0.5,,0.0,0.6267741474252913,joseigles,519141,SS,2700.0,L
vs_LHP,1,2,2,4,0,0,.---,0,0,5,2,1,0,0,-.--,jose iglesias,SS,Infielder,DET,away,BOS,2,14,,13,11,9,9,1,0,1,3,6,1,1,2016,2016-07-26,103,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.1,-10.0,12.0,4.0,0.0,0.5,0.5,0.0,0.5,-0.5,0.0,0.1359223300970873,0.1538461538461538,0.2222222222222222,0.0,0.0,,0.0,0.0,0.0,0.0,0.2592805298030286,joseigles,453214,SS,2200.0,R
vs_LHP,1,1,1,5,0,0,.---,0,0,5,2,1,0,0,-.--,jose iglesias,SS,Infielder,DET,away,BOS,2,7,,11,8,4,4,1,0,2,8,4,0,0,2016,2016-07-27,73,0.0,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.7,28.666666666666668,313.6666666666667,7.0,0.2484,0.2,0.2,0.4,0.6000000000000001,0.2,0.0,0.0958904109589041,0.0909090909090909,0.25,0.0,1.0,,0.0,0.0,,0.0,0.1361258209569742,joseigles,593958,SS,3700.0,L
vs_RHP,1,1,1,4,0,0,.---,0,0,4,1,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,HOU,9,5,0,16,11,14,14,1,1,3,5,1,0,0,2016,2016-07-29,134,1.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,81.73333333333333,-13.0,17.333333333333332,5.0,0.2195,0.25,0.25,0.25,0.5,0.0,0.0,0.0373134328358208,0.0625,0.0714285714285714,0.0909090909090909,0.0,0.0,0.0,0.0,,0.0,0.1696711383504043,joseigles,543521,SS,2700.0,R
vs_RHP,1,0,1,4,0,0,.---,0,0,4,1,2,0,0,-.--,jose iglesias,SS,Infielder,DET,home,HOU,9,5,0,7,7,2,3,0,0,0,11,3,0,1,2016,2016-07-30,42,1.0,R,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,84.60000000000001,7.0,180.0,5.0,0.2195,0.25,0.25,0.25,0.5,0.0,0.0,0.119047619047619,0.1428571428571428,0.0,0.1428571428571428,,,,0.5,0.0,0.0,0.2569893363452146,joseigles,571666,SS,3000.0,R
vs_LHP,1,0,0,3,0,0,.---,0,0,4,0,1,0,0,-.--,jose iglesias,SS,Infielder,DET,home,HOU,9,2,,10,5,11,11,1,0,4,5,4,1,1,2016,2016-07-31,119,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.6,15.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168067226890756,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1797359096408449,joseigles,572971,SS,3100.0,L
vs_RHP,1,0,0,2,0,0,.---,0,0,4,0,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,CWS,9,4,,13,7,11,11,2,2,2,4,5,3,1,2016,2016-08-02,132,0.0,R,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,88.36666666666667,10.333333333333334,152.0,4.0,0.18025,0.0,0.25,0.0,0.25,0.0,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.3552779854354276,joseigles,448306,SS,2900.0,R
vs_LHP,1,0,1,3,0,0,.---,0,0,3,1,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,CWS,9,3,0,6,3,2,2,2,0,1,10,1,0,0,2016,2016-08-03,39,1.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.85,18.5,253.5,3.0,0.2926666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0769230769230769,0.1666666666666666,0.0,0.3333333333333333,0.0,,0.0,0.0,,0.0,0.2737817508899953,joseigles,519242,SS,3000.0,L
vs_LHP,1,0,0,4,0,0,.---,0,0,4,0,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,CWS,2,0,,9,6,3,3,1,0,2,4,1,0,0,2016,2016-08-04,57,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,75.775,21.75,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.1549092844288996,joseigles,500779,SS,2900.0,L
vs_RHP,1,0,0,3,0,0,.---,0,0,3,0,1,0,0,-.--,jose iglesias,SS,Infielder,DET,home,NYM,9,0,,8,6,4,4,1,0,1,9,2,0,2,2016,2016-08-05,63,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,95.7,-15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0635182377754224,joseigles,592789,SS,2500.0,R
vs_LHP,1,0,1,4,1,0,.000,0,0,4,1,2,0,0,-.--,jose iglesias,SS,Infielder,DET,home,NYM,9,3,,10,6,6,6,3,1,0,4,4,1,0,2016,2016-08-06,75,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7,19.0,178.33333333333334,0.0,0.0,0.25,0.25,0.0,0.25,-0.25,0.0,0.04,0.1,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,joseigles,548337,SS,3000.0,R
vs_RHP,1,0,1,5,0,0,.---,0,0,5,1,4,0,0,-.--,jose iglesias,SS,Infielder,DET,home,NYM,2,3,0,11,10,1,1,1,0,0,7,3,0,0,2016,2016-08-07,45,1.0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,80.46666666666665,15.0,203.0,3.0,0.1756,0.2,0.2,0.2,0.4,0.0,0.0,0.0666666666666666,0.0909090909090909,0.0,0.1,0.0,,,0.0,,0.0,0.1145532762038535,joseigles,594798,SS,2400.0,R
vs_RHP,1,0,0,3,0,0,.---,0,0,3,0,1,0,0,-.--,jose iglesias,SS,Infielder,DET,away,SEA,9,0,,5,5,0,0,0,0,0,8,1,0,0,2016,2016-08-08,17,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.25,13.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0804468203957118,joseigles,547874,SS,2300.0,R
vs_LHP,1,1,2,7,0,0,.---,0,0,7,2,5,0,0,-.--,jose iglesias,SS,Infielder,DET,away,SEA,2,8,0,16,12,5,5,1,0,3,13,4,0,0,2016,2016-08-09,99,2.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.39999999999999,24.0,244.66666666666663,8.0,0.2508571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0808080808080808,0.125,0.2,0.1666666666666666,0.0,,0.0,0.0,,0.0,0.471179830960291,joseigles,453281,SS,2500.0,L
vs_RHP,1,0,0,1,0,0,.---,0,0,1,0,0,0,0,-.--,jose iglesias,SS,Infielder,DET,away,SEA,9,0,a-,4,4,1,1,0,0,0,10,4,0,1,2016,2016-08-10,29,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.6,6.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.463159925130295,joseigles,433587,SS,2000.0,R
vs_LHP,1,0,0,2,0,0,.---,0,0,3,0,3,0,0,-.--,jose iglesias,SS,Infielder,DET,home,LAA,-1,2,0,8,7,2,2,0,0,1,10,3,0,0,2016,2016-08-27,45,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.1,-38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0931188166492455,joseigles,519085,SS,2500.0,L
vs_LHP,1,0,0,2,0,0,.---,0,0,3,0,0,0,0,-.--,jose iglesias,SS,Infielder,DET,home,LAA,9,2,,4,2,0,0,2,0,0,8,3,1,0,2016,2016-08-28,24,0.0,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,98.1,6.0,117.0,2.0,0.2403333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0833333333333333,0.0,,0.0,0.0,,,,,0.0,0.6417134429772833,joseigles,572140,SS,2400.0,L
vs_RHP,1,0,0,4,0,0,.---,1,0,4,0,4,0,0,-.--,jose iglesias,SS,Infielder,DET,home,CWS,9,0,,11,6,8,8,3,0,2,3,5,0,0,2016,2016-08-30,95,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,73.10000000000001,-18.666666666666668,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.1693599989258464,joseigles,519168,SS,2300.0,R
vs_LHP,1,0,1,2,0,0,.---,1,0,4,1,1,0,0,-.--,jose iglesias,,Infielder,DET,home,CWS,2,5,0,9,6,3,3,3,0,0,6,4,0,1,2016,2016-08-31,58,1.0,R,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.8,12.5,139.0,5.0,0.523,0.5,0.6666666666666666,0.5,1.1666666666666663,0.0,0.0,0.0862068965517241,0.1111111111111111,0.0,0.1666666666666666,0.0,,,0.0,0.0,0.25,0.3939396309834761,joseigles,519242,SS,2000.0,L
vs_LHP,1,2,3,5,0,0,.---,0,0,5,4,0,0,0,-.--,jose iglesias,SS,Infielder,DET,away,KC,2,15,,13,10,7,7,1,0,2,9,1,1,0,2016,2016-09-02,87,2.0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101.6,-6.5,24.0,10.0,0.3512,0.6,0.6,0.4,1.0,-0.1999999999999999,0.0,0.1724137931034483,0.2307692307692307,0.2857142857142857,0.2,0.0,,0.0,0.0,,0.0,0.2269582602567689,joseigles,518633,SS,2200.0,L
vs_RHP,1,0,2,5,0,0,.---,0,0,5,3,1,0,0,-.--,jose iglesias,SS,Infielder,DET,away,KC,2,8,0,9,6,2,2,2,0,1,7,7,0,0,2016,2016-09-03,60,1.0,R,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,103.8,14.0,291.0,8.0,0.424,0.4,0.4,0.6,1.0,0.1999999999999999,0.0,0.1333333333333333,0.2222222222222222,0.0,0.1666666666666666,0.5,,0.0,0.0,,0.0,0.1300954005514404,joseigles,570649,SS,2700.0,R
vs_RHP,1,0,0,5,0,0,.---,0,0,5,0,4,0,0,-.--,jose iglesias,SS,Infielder,DET,away,KC,2,0,,13,8,6,6,3,0,2,7,1,0,1,2016,2016-09-04,90,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,93.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.085516739015175,joseigles,450172,SS,2500.0,R
vs_LHP,1,0,1,5,0,0,.---,0,0,5,1,0,0,0,-.--,jose iglesias,SS,Infielder,DET,away,CWS,2,3,0,9,6,5,5,0,0,3,12,3,1,0,2016,2016-09-05,76,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,99.06666666666666,11.666666666666666,169.66666666666666,0.0,0.0,0.2,0.2,0.0,0.2,-0.2,0.0,0.0394736842105263,0.1111111111111111,0.0,0.0,,,0.0,0.0,,0.0,0.2871912751383226,joseigles,519242,SS,2200.0,L
vs_RHP,1,0,0,4,0,0,.---,0,0,4,0,2,0,0,-.--,jose iglesias,SS,Infielder,DET,away,CWS,2,0,0,7,7,0,0,0,0,0,9,2,1,0,2016,2016-09-06,27,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,86.775,17.0,202.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.4227799512581767,joseigles,456068,SS,2500.0,R
